,Number Of Pancakes,Gap,Problem ID,Start state,Goal state,Initial Heuristic,Algorithm,Memory,Status,States Expanded,Necessary Expansions,Iterations,Runtime(seconds)
32,10.0,3.0,2.0, 1 7 3 9 5 4 8 2 6 0, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.10),2898,1.0,262076.0,35841.0,0.0,0.2456
33,10.0,3.0,2.0, 1 7 3 9 5 4 8 2 6 0, 0 1 2 3 4 5 6 7 8 9,5.0,"MBBDS(k=1,ThreePhase=1)(0.90)",26090,1.0,11633.0,5653.0,5.0,0.0159
34,10.0,3.0,2.0, 1 7 3 9 5 4 8 2 6 0, 0 1 2 3 4 5 6 7 8 9,5.0,"MBBDS(k=1,ThreePhase=1)(0.75)",21741,1.0,10833.0,5653.0,5.0,0.0137
35,10.0,3.0,2.0, 1 7 3 9 5 4 8 2 6 0, 0 1 2 3 4 5 6 7 8 9,5.0,"MBBDS(k=1,ThreePhase=1)(0.50)",14494,1.0,8350.0,4378.0,3.0,0.0095
36,10.0,3.0,2.0, 1 7 3 9 5 4 8 2 6 0, 0 1 2 3 4 5 6 7 8 9,5.0,"MBBDS(k=1,ThreePhase=1)(0.25)",7247,1.0,9154.0,6270.0,6.0,0.0082
37,10.0,3.0,2.0, 1 7 3 9 5 4 8 2 6 0, 0 1 2 3 4 5 6 7 8 9,5.0,"MBBDS(k=1,ThreePhase=1)(0.10)",2898,1.0,9399.0,7138.0,9.0,0.0074
38,10.0,3.0,3.0, 1 8 2 4 6 9 7 5 0 3, 0 1 2 3 4 5 6 7 8 9,5.0,A*,353943.0,1.0,85552.0,85035.0,0.0,0.3108
39,10.0,3.0,3.0, 1 8 2 4 6 9 7 5 0 3, 0 1 2 3 4 5 6 7 8 9,5.0,I-A*,-,1.0,191135.0,85035.0,0.0,0.3108
40,10.0,3.0,3.0, 1 8 2 4 6 9 7 5 0 3, 0 1 2 3 4 5 6 7 8 9,5.0,MM,43753.0,1.0,8449.0,8449.0,0.0,0.0173
41,10.0,3.0,3.0, 1 8 2 4 6 9 7 5 0 3, 0 1 2 3 4 5 6 7 8 9,5.0,I-MM,-,1.0,9948.0,8449.0,0.0,0.0173
42,10.0,3.0,3.0, 1 8 2 4 6 9 7 5 0 3, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.90),39377,1.0,22374.0,21759.0,0.0,1.7341
43,10.0,3.0,3.0, 1 8 2 4 6 9 7 5 0 3, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.75),32814,1.0,32494.0,31547.0,0.0,3.33
44,10.0,3.0,3.0, 1 8 2 4 6 9 7 5 0 3, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.50),21876,1.0,35363.0,34788.0,0.0,3.746
45,10.0,3.0,3.0, 1 8 2 4 6 9 7 5 0 3, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.25),10938,1.0,65623.0,39002.0,0.0,4.6665
46,10.0,3.0,3.0, 1 8 2 4 6 9 7 5 0 3, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.10),4375,1.0,130708.0,122409.0,0.0,2.2185
47,10.0,3.0,3.0, 1 8 2 4 6 9 7 5 0 3, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.90),39377,1.0,185446.0,199829.0,0.0,0.2067
48,10.0,3.0,3.0, 1 8 2 4 6 9 7 5 0 3, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.75),32814,1.0,197033.0,210242.0,0.0,0.211
49,10.0,3.0,3.0, 1 8 2 4 6 9 7 5 0 3, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.50),21876,1.0,219891.0,230170.0,0.0,0.2271
50,10.0,3.0,3.0, 1 8 2 4 6 9 7 5 0 3, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.25),10938,1.0,277306.0,275800.0,0.0,0.2701
51,10.0,3.0,3.0, 1 8 2 4 6 9 7 5 0 3, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.10),4375,1.0,335291.0,333719.0,0.0,0.3119
52,10.0,3.0,3.0, 1 8 2 4 6 9 7 5 0 3, 0 1 2 3 4 5 6 7 8 9,5.0,"MBBDS(k=1,ThreePhase=1)(0.90)",39377,1.0,29467.0,21373.0,6.0,0.0337
53,10.0,3.0,3.0, 1 8 2 4 6 9 7 5 0 3, 0 1 2 3 4 5 6 7 8 9,5.0,"MBBDS(k=1,ThreePhase=1)(0.75)",32814,1.0,27811.0,21373.0,6.0,0.0296
54,10.0,3.0,3.0, 1 8 2 4 6 9 7 5 0 3, 0 1 2 3 4 5 6 7 8 9,5.0,"MBBDS(k=1,ThreePhase=1)(0.50)",21876,1.0,25828.0,21373.0,6.0,0.0241
55,10.0,3.0,3.0, 1 8 2 4 6 9 7 5 0 3, 0 1 2 3 4 5 6 7 8 9,5.0,"MBBDS(k=1,ThreePhase=1)(0.25)",10938,1.0,25238.0,22564.0,8.0,0.0204
56,10.0,3.0,3.0, 1 8 2 4 6 9 7 5 0 3, 0 1 2 3 4 5 6 7 8 9,5.0,"MBBDS(k=1,ThreePhase=1)(0.10)",4375,1.0,32632.0,30337.0,13.0,0.0235
57,10.0,3.0,4.0, 0 7 1 5 4 2 3 8 9 6, 0 1 2 3 4 5 6 7 8 9,3.0,A*,15692.0,1.0,2502.0,2066.0,0.0,0.0054
58,10.0,3.0,4.0, 0 7 1 5 4 2 3 8 9 6, 0 1 2 3 4 5 6 7 8 9,3.0,I-A*,-,1.0,4957.0,2066.0,0.0,0.0054
59,10.0,3.0,4.0, 0 7 1 5 4 2 3 8 9 6, 0 1 2 3 4 5 6 7 8 9,3.0,MM,3294.0,1.0,433.0,341.0,0.0,0.001
60,10.0,3.0,4.0, 0 7 1 5 4 2 3 8 9 6, 0 1 2 3 4 5 6 7 8 9,3.0,I-MM,-,1.0,619.0,341.0,0.0,0.001
61,10.0,3.0,4.0, 0 7 1 5 4 2 3 8 9 6, 0 1 2 3 4 5 6 7 8 9,3.0,MM+IDMM(0.90),2964,1.0,1237.0,386.0,0.0,0.016
62,10.0,3.0,4.0, 0 7 1 5 4 2 3 8 9 6, 0 1 2 3 4 5 6 7 8 9,3.0,MM+IDMM(0.75),2470,1.0,1512.0,503.0,0.0,0.033
63,10.0,3.0,4.0, 0 7 1 5 4 2 3 8 9 6, 0 1 2 3 4 5 6 7 8 9,3.0,MM+IDMM(0.50),1647,1.0,1724.0,208.0,0.0,0.0389
64,10.0,3.0,4.0, 0 7 1 5 4 2 3 8 9 6, 0 1 2 3 4 5 6 7 8 9,3.0,MM+IDMM(0.25),823,1.0,3421.0,656.0,0.0,0.0234
65,10.0,3.0,4.0, 0 7 1 5 4 2 3 8 9 6, 0 1 2 3 4 5 6 7 8 9,3.0,MM+IDMM(0.10),329,1.0,1729.0,850.0,0.0,0.0072
66,10.0,3.0,4.0, 0 7 1 5 4 2 3 8 9 6, 0 1 2 3 4 5 6 7 8 9,3.0,A*+IDA*(0.90),2964,1.0,9922.0,4117.0,0.0,0.0102
67,10.0,3.0,4.0, 0 7 1 5 4 2 3 8 9 6, 0 1 2 3 4 5 6 7 8 9,3.0,A*+IDA*(0.75),2470,1.0,5678.0,4072.0,0.0,0.006
68,10.0,3.0,4.0, 0 7 1 5 4 2 3 8 9 6, 0 1 2 3 4 5 6 7 8 9,3.0,A*+IDA*(0.50),1647,1.0,6796.0,3121.0,0.0,0.0067
69,10.0,3.0,4.0, 0 7 1 5 4 2 3 8 9 6, 0 1 2 3 4 5 6 7 8 9,3.0,A*+IDA*(0.25),823,1.0,5782.0,3098.0,0.0,0.0054
70,10.0,3.0,4.0, 0 7 1 5 4 2 3 8 9 6, 0 1 2 3 4 5 6 7 8 9,3.0,A*+IDA*(0.10),329,1.0,8529.0,3119.0,0.0,0.0077
71,10.0,3.0,4.0, 0 7 1 5 4 2 3 8 9 6, 0 1 2 3 4 5 6 7 8 9,3.0,"MBBDS(k=1,ThreePhase=1)(0.90)",2964,1.0,1723.0,1017.0,3.0,0.002
72,10.0,3.0,4.0, 0 7 1 5 4 2 3 8 9 6, 0 1 2 3 4 5 6 7 8 9,3.0,"MBBDS(k=1,ThreePhase=1)(0.75)",2470,1.0,1819.0,1181.0,5.0,0.0019
73,10.0,3.0,4.0, 0 7 1 5 4 2 3 8 9 6, 0 1 2 3 4 5 6 7 8 9,3.0,"MBBDS(k=1,ThreePhase=1)(0.50)",1647,1.0,1545.0,1017.0,3.0,0.0015
74,10.0,3.0,4.0, 0 7 1 5 4 2 3 8 9 6, 0 1 2 3 4 5 6 7 8 9,3.0,"MBBDS(k=1,ThreePhase=1)(0.25)",823,1.0,1834.0,1411.0,9.0,0.0016
75,10.0,3.0,4.0, 0 7 1 5 4 2 3 8 9 6, 0 1 2 3 4 5 6 7 8 9,3.0,"MBBDS(k=1,ThreePhase=1)(0.10)",329,1.0,1835.0,1456.0,10.0,0.0013
76,10.0,3.0,5.0, 0 2 3 7 4 5 6 9 1 8, 0 1 2 3 4 5 6 7 8 9,4.0,A*,7401.0,1.0,1104.0,936.0,0.0,0.0024
77,10.0,3.0,5.0, 0 2 3 7 4 5 6 9 1 8, 0 1 2 3 4 5 6 7 8 9,4.0,I-A*,-,1.0,2153.0,936.0,0.0,0.0024
78,10.0,3.0,5.0, 0 2 3 7 4 5 6 9 1 8, 0 1 2 3 4 5 6 7 8 9,4.0,MM,4438.0,1.0,611.0,365.0,0.0,0.0014
79,10.0,3.0,5.0, 0 2 3 7 4 5 6 9 1 8, 0 1 2 3 4 5 6 7 8 9,4.0,I-MM,-,1.0,782.0,365.0,0.0,0.0014
80,10.0,3.0,5.0, 0 2 3 7 4 5 6 9 1 8, 0 1 2 3 4 5 6 7 8 9,4.0,MM+IDMM(0.90),3994,1.0,692.0,540.0,0.0,0.0025
81,10.0,3.0,5.0, 0 2 3 7 4 5 6 9 1 8, 0 1 2 3 4 5 6 7 8 9,4.0,MM+IDMM(0.75),3328,1.0,854.0,527.0,0.0,0.0054
82,10.0,3.0,5.0, 0 2 3 7 4 5 6 9 1 8, 0 1 2 3 4 5 6 7 8 9,4.0,MM+IDMM(0.50),2219,1.0,854.0,285.0,0.0,0.0062
83,10.0,3.0,5.0, 0 2 3 7 4 5 6 9 1 8, 0 1 2 3 4 5 6 7 8 9,4.0,MM+IDMM(0.25),1109,1.0,1101.0,418.0,0.0,0.0089
84,10.0,3.0,5.0, 0 2 3 7 4 5 6 9 1 8, 0 1 2 3 4 5 6 7 8 9,4.0,MM+IDMM(0.10),443,1.0,2155.0,814.0,0.0,0.006
85,10.0,3.0,5.0, 0 2 3 7 4 5 6 9 1 8, 0 1 2 3 4 5 6 7 8 9,4.0,A*+IDA*(0.90),3994,1.0,955.0,2492.0,0.0,0.0022
86,10.0,3.0,5.0, 0 2 3 7 4 5 6 9 1 8, 0 1 2 3 4 5 6 7 8 9,4.0,A*+IDA*(0.75),3328,1.0,1081.0,2266.0,0.0,0.0021
87,10.0,3.0,5.0, 0 2 3 7 4 5 6 9 1 8, 0 1 2 3 4 5 6 7 8 9,4.0,A*+IDA*(0.50),2219,1.0,1023.0,1951.0,0.0,0.0017
88,10.0,3.0,5.0, 0 2 3 7 4 5 6 9 1 8, 0 1 2 3 4 5 6 7 8 9,4.0,A*+IDA*(0.25),1109,1.0,1078.0,1715.0,0.0,0.0014
89,10.0,3.0,5.0, 0 2 3 7 4 5 6 9 1 8, 0 1 2 3 4 5 6 7 8 9,4.0,A*+IDA*(0.10),443,1.0,9773.0,1318.0,0.0,0.009
90,10.0,3.0,5.0, 0 2 3 7 4 5 6 9 1 8, 0 1 2 3 4 5 6 7 8 9,4.0,"MBBDS(k=1,ThreePhase=1)(0.90)",3994,1.0,1296.0,421.0,3.0,0.002
91,10.0,3.0,5.0, 0 2 3 7 4 5 6 9 1 8, 0 1 2 3 4 5 6 7 8 9,4.0,"MBBDS(k=1,ThreePhase=1)(0.75)",3328,1.0,1345.0,570.0,5.0,0.0018
92,10.0,3.0,5.0, 0 2 3 7 4 5 6 9 1 8, 0 1 2 3 4 5 6 7 8 9,4.0,"MBBDS(k=1,ThreePhase=1)(0.50)",2219,1.0,1041.0,421.0,3.0,0.0013
93,10.0,3.0,5.0, 0 2 3 7 4 5 6 9 1 8, 0 1 2 3 4 5 6 7 8 9,4.0,"MBBDS(k=1,ThreePhase=1)(0.25)",1109,1.0,1044.0,570.0,5.0,0.0011
94,10.0,3.0,5.0, 0 2 3 7 4 5 6 9 1 8, 0 1 2 3 4 5 6 7 8 9,4.0,"MBBDS(k=1,ThreePhase=1)(0.10)",443,1.0,1083.0,692.0,8.0,0.0009
95,10.0,3.0,6.0, 3 1 2 7 4 0 8 9 5 6, 0 1 2 3 4 5 6 7 8 9,3.0,A*,49710.0,1.0,9093.0,8727.0,0.0,0.0196
96,10.0,3.0,6.0, 3 1 2 7 4 0 8 9 5 6, 0 1 2 3 4 5 6 7 8 9,3.0,I-A*,-,1.0,19735.0,8727.0,0.0,0.0196
97,10.0,3.0,6.0, 3 1 2 7 4 0 8 9 5 6, 0 1 2 3 4 5 6 7 8 9,3.0,MM,5844.0,1.0,1085.0,1085.0,0.0,0.0022
98,10.0,3.0,6.0, 3 1 2 7 4 0 8 9 5 6, 0 1 2 3 4 5 6 7 8 9,3.0,I-MM,-,1.0,1269.0,1085.0,0.0,0.0022
99,10.0,3.0,6.0, 3 1 2 7 4 0 8 9 5 6, 0 1 2 3 4 5 6 7 8 9,3.0,MM+IDMM(0.90),5259,1.0,2445.0,2435.0,0.0,0.0405
100,10.0,3.0,6.0, 3 1 2 7 4 0 8 9 5 6, 0 1 2 3 4 5 6 7 8 9,3.0,MM+IDMM(0.75),4383,1.0,3350.0,3142.0,0.0,0.0664
101,10.0,3.0,6.0, 3 1 2 7 4 0 8 9 5 6, 0 1 2 3 4 5 6 7 8 9,3.0,MM+IDMM(0.50),2922,1.0,5627.0,3330.0,0.0,0.0718
102,10.0,3.0,6.0, 3 1 2 7 4 0 8 9 5 6, 0 1 2 3 4 5 6 7 8 9,3.0,MM+IDMM(0.25),1461,1.0,6598.0,3305.0,0.0,0.0751
103,10.0,3.0,6.0, 3 1 2 7 4 0 8 9 5 6, 0 1 2 3 4 5 6 7 8 9,3.0,MM+IDMM(0.10),584,1.0,7022.0,7002.0,0.0,0.0402
104,10.0,3.0,6.0, 3 1 2 7 4 0 8 9 5 6, 0 1 2 3 4 5 6 7 8 9,3.0,A*+IDA*(0.90),5259,1.0,13789.0,15107.0,0.0,0.0152
105,10.0,3.0,6.0, 3 1 2 7 4 0 8 9 5 6, 0 1 2 3 4 5 6 7 8 9,3.0,A*+IDA*(0.75),4383,1.0,14209.0,15406.0,0.0,0.015
106,10.0,3.0,6.0, 3 1 2 7 4 0 8 9 5 6, 0 1 2 3 4 5 6 7 8 9,3.0,A*+IDA*(0.50),2922,1.0,15519.0,16030.0,0.0,0.0157
107,10.0,3.0,6.0, 3 1 2 7 4 0 8 9 5 6, 0 1 2 3 4 5 6 7 8 9,3.0,A*+IDA*(0.25),1461,1.0,16540.0,16609.0,0.0,0.0159
108,10.0,3.0,6.0, 3 1 2 7 4 0 8 9 5 6, 0 1 2 3 4 5 6 7 8 9,3.0,A*+IDA*(0.10),584,1.0,18405.0,17764.0,0.0,0.0169
109,10.0,3.0,6.0, 3 1 2 7 4 0 8 9 5 6, 0 1 2 3 4 5 6 7 8 9,3.0,"MBBDS(k=1,ThreePhase=1)(0.90)",5259,1.0,3533.0,2482.0,6.0,0.0041
110,10.0,3.0,6.0, 3 1 2 7 4 0 8 9 5 6, 0 1 2 3 4 5 6 7 8 9,3.0,"MBBDS(k=1,ThreePhase=1)(0.75)",4383,1.0,3302.0,2482.0,6.0,0.0036
111,10.0,3.0,6.0, 3 1 2 7 4 0 8 9 5 6, 0 1 2 3 4 5 6 7 8 9,3.0,"MBBDS(k=1,ThreePhase=1)(0.50)",2922,1.0,3220.0,2620.0,8.0,0.0032
112,10.0,3.0,6.0, 3 1 2 7 4 0 8 9 5 6, 0 1 2 3 4 5 6 7 8 9,3.0,"MBBDS(k=1,ThreePhase=1)(0.25)",1461,1.0,2884.0,2482.0,6.0,0.0025
113,10.0,3.0,6.0, 3 1 2 7 4 0 8 9 5 6, 0 1 2 3 4 5 6 7 8 9,3.0,"MBBDS(k=1,ThreePhase=1)(0.10)",584,1.0,4272.0,3784.0,11.0,0.0032
114,10.0,3.0,7.0, 4 9 3 6 0 5 2 1 7 8, 0 1 2 3 4 5 6 7 8 9,4.0,A*,119485.0,1.0,24315.0,23741.0,0.0,0.0556
115,10.0,3.0,7.0, 4 9 3 6 0 5 2 1 7 8, 0 1 2 3 4 5 6 7 8 9,4.0,I-A*,-,1.0,52903.0,23741.0,0.0,0.0556
116,10.0,3.0,7.0, 4 9 3 6 0 5 2 1 7 8, 0 1 2 3 4 5 6 7 8 9,4.0,MM,10046.0,1.0,1428.0,1411.0,0.0,0.0033
117,10.0,3.0,7.0, 4 9 3 6 0 5 2 1 7 8, 0 1 2 3 4 5 6 7 8 9,4.0,I-MM,-,1.0,2880.0,1411.0,0.0,0.0033
118,10.0,3.0,7.0, 4 9 3 6 0 5 2 1 7 8, 0 1 2 3 4 5 6 7 8 9,4.0,MM+IDMM(0.90),9041,1.0,2804.0,1284.0,0.0,0.0138
119,10.0,3.0,7.0, 4 9 3 6 0 5 2 1 7 8, 0 1 2 3 4 5 6 7 8 9,4.0,MM+IDMM(0.75),7534,1.0,17721.0,16431.0,0.0,0.6564
120,10.0,3.0,7.0, 4 9 3 6 0 5 2 1 7 8, 0 1 2 3 4 5 6 7 8 9,4.0,MM+IDMM(0.50),5023,1.0,37330.0,37063.0,0.0,0.3705
121,10.0,3.0,7.0, 4 9 3 6 0 5 2 1 7 8, 0 1 2 3 4 5 6 7 8 9,4.0,MM+IDMM(0.25),2511,1.0,48126.0,45249.0,0.0,0.2086
122,10.0,3.0,7.0, 4 9 3 6 0 5 2 1 7 8, 0 1 2 3 4 5 6 7 8 9,4.0,MM+IDMM(0.10),1004,1.0,57987.0,49100.0,0.0,0.2233
123,10.0,3.0,7.0, 4 9 3 6 0 5 2 1 7 8, 0 1 2 3 4 5 6 7 8 9,4.0,A*+IDA*(0.90),9041,1.0,45275.0,47401.0,0.0,0.0474
124,10.0,3.0,7.0, 4 9 3 6 0 5 2 1 7 8, 0 1 2 3 4 5 6 7 8 9,4.0,A*+IDA*(0.75),7534,1.0,47580.0,48645.0,0.0,0.0482
125,10.0,3.0,7.0, 4 9 3 6 0 5 2 1 7 8, 0 1 2 3 4 5 6 7 8 9,4.0,A*+IDA*(0.50),5023,1.0,49699.0,51606.0,0.0,0.0495
126,10.0,3.0,7.0, 4 9 3 6 0 5 2 1 7 8, 0 1 2 3 4 5 6 7 8 9,4.0,A*+IDA*(0.25),2511,1.0,55434.0,56339.0,0.0,0.0531
127,10.0,3.0,7.0, 4 9 3 6 0 5 2 1 7 8, 0 1 2 3 4 5 6 7 8 9,4.0,A*+IDA*(0.10),1004,1.0,61035.0,61329.0,0.0,0.0564
128,10.0,3.0,7.0, 4 9 3 6 0 5 2 1 7 8, 0 1 2 3 4 5 6 7 8 9,4.0,"MBBDS(k=1,ThreePhase=1)(0.90)",9041,1.0,7151.0,4585.0,3.0,0.0072
129,10.0,3.0,7.0, 4 9 3 6 0 5 2 1 7 8, 0 1 2 3 4 5 6 7 8 9,4.0,"MBBDS(k=1,ThreePhase=1)(0.75)",7534,1.0,8831.0,6493.0,6.0,0.0082
130,10.0,3.0,7.0, 4 9 3 6 0 5 2 1 7 8, 0 1 2 3 4 5 6 7 8 9,4.0,"MBBDS(k=1,ThreePhase=1)(0.50)",5023,1.0,9640.0,7670.0,11.0,0.0082
131,10.0,3.0,7.0, 4 9 3 6 0 5 2 1 7 8, 0 1 2 3 4 5 6 7 8 9,4.0,"MBBDS(k=1,ThreePhase=1)(0.25)",2511,1.0,14580.0,11738.0,12.0,0.0105
132,10.0,3.0,7.0, 4 9 3 6 0 5 2 1 7 8, 0 1 2 3 4 5 6 7 8 9,4.0,"MBBDS(k=1,ThreePhase=1)(0.10)",1004,1.0,21192.0,17258.0,16.0,0.0143
133,10.0,3.0,8.0, 6 0 3 9 5 7 1 8 2 4, 0 1 2 3 4 5 6 7 8 9,4.0,A*,1007472.0,1.0,332537.0,332463.0,0.0,1.3775
134,10.0,3.0,8.0, 6 0 3 9 5 7 1 8 2 4, 0 1 2 3 4 5 6 7 8 9,4.0,I-A*,-,1.0,789793.0,332463.0,0.0,1.3775
135,10.0,3.0,8.0, 6 0 3 9 5 7 1 8 2 4, 0 1 2 3 4 5 6 7 8 9,4.0,MM,57446.0,1.0,9642.0,9628.0,0.0,0.0207
136,10.0,3.0,8.0, 6 0 3 9 5 7 1 8 2 4, 0 1 2 3 4 5 6 7 8 9,4.0,I-MM,-,1.0,20378.0,9628.0,0.0,0.0207
137,10.0,3.0,8.0, 6 0 3 9 5 7 1 8 2 4, 0 1 2 3 4 5 6 7 8 9,4.0,MM+IDMM(0.90),51701,1.0,330488.0,327026.0,0.0,35.2523
138,10.0,3.0,8.0, 6 0 3 9 5 7 1 8 2 4, 0 1 2 3 4 5 6 7 8 9,4.0,MM+IDMM(0.75),43084,1.0,585282.0,579529.0,0.0,26.2972
