,Number Of Pancakes,Gap,Problem ID,Start state,Goal state,Initial Heuristic,Algorithm,Memory,Status,States Expanded,Necessary Expansions,Iterations,Runtime(seconds)
473,10.0,3.0,25.0, 0 7 5 9 2 1 4 6 3 8, 0 1 2 3 4 5 6 7 8 9,6.0,"MBBDS(k=1,ThreePhase=1)(0.25)",11652,1.0,22558.0,19562.0,6.0,0.0188
474,10.0,3.0,25.0, 0 7 5 9 2 1 4 6 3 8, 0 1 2 3 4 5 6 7 8 9,6.0,"MBBDS(k=1,ThreePhase=1)(0.10)",4661,1.0,29372.0,26669.0,14.0,0.0216
475,10.0,3.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,4.0,A*,399300.0,1.0,101668.0,100760.0,0.0,0.3566
476,10.0,3.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,4.0,I-A*,-,1.0,229971.0,100760.0,0.0,0.3566
477,10.0,3.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,4.0,MM,44652.0,1.0,8499.0,8499.0,0.0,0.0174
478,10.0,3.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,4.0,I-MM,-,1.0,9995.0,8499.0,0.0,0.0174
479,10.0,3.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,4.0,MM+IDMM(0.90),40186,1.0,32845.0,21087.0,0.0,2.0415
480,10.0,3.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,4.0,MM+IDMM(0.75),33489,1.0,48323.0,30125.0,0.0,3.67
481,10.0,3.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,4.0,MM+IDMM(0.50),22326,1.0,67145.0,32558.0,0.0,4.2369
482,10.0,3.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,4.0,MM+IDMM(0.25),11163,1.0,63473.0,36455.0,0.0,5.1075
483,10.0,3.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,4.0,MM+IDMM(0.10),4465,1.0,158425.0,129798.0,0.0,1.7832
484,10.0,3.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,4.0,A*+IDA*(0.90),40186,1.0,242953.0,256634.0,0.0,0.2648
485,10.0,3.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,4.0,A*+IDA*(0.75),33489,1.0,297904.0,270943.0,0.0,0.3091
486,10.0,3.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,4.0,A*+IDA*(0.50),22326,1.0,302132.0,297132.0,0.0,0.3077
487,10.0,3.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,4.0,A*+IDA*(0.25),11163,1.0,407969.0,379410.0,0.0,0.392
488,10.0,3.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,4.0,A*+IDA*(0.10),4465,1.0,492136.0,440976.0,0.0,0.4529
489,10.0,3.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,4.0,"MBBDS(k=1,ThreePhase=1)(0.90)",40186,1.0,31565.0,23686.0,6.0,0.0354
490,10.0,3.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,4.0,"MBBDS(k=1,ThreePhase=1)(0.75)",33489,1.0,31271.0,24898.0,8.0,0.0324
491,10.0,3.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,4.0,"MBBDS(k=1,ThreePhase=1)(0.50)",22326,1.0,28043.0,23686.0,6.0,0.0258
492,10.0,3.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,4.0,"MBBDS(k=1,ThreePhase=1)(0.25)",11163,1.0,27414.0,24898.0,8.0,0.0222
493,10.0,3.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,4.0,"MBBDS(k=1,ThreePhase=1)(0.10)",4465,1.0,34318.0,32196.0,13.0,0.025
494,10.0,3.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,4.0,A*,121771.0,1.0,24702.0,23767.0,0.0,0.0569
495,10.0,3.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,4.0,I-A*,-,1.0,53068.0,23767.0,0.0,0.0569
496,10.0,3.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,4.0,MM,9722.0,1.0,1377.0,1343.0,0.0,0.0031
497,10.0,3.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,4.0,I-MM,-,1.0,2621.0,1343.0,0.0,0.0031
498,10.0,3.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,4.0,MM+IDMM(0.90),8749,1.0,5988.0,5817.0,0.0,0.239
499,10.0,3.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,4.0,MM+IDMM(0.75),7291,1.0,12728.0,10688.0,0.0,0.2592
500,10.0,3.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,4.0,MM+IDMM(0.50),4861,1.0,25459.0,24939.0,0.0,0.2076
501,10.0,3.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,4.0,MM+IDMM(0.25),2430,1.0,51925.0,50623.0,0.0,0.0729
502,10.0,3.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,4.0,MM+IDMM(0.10),972,1.0,62445.0,52972.0,0.0,0.0831
503,10.0,3.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,4.0,A*+IDA*(0.90),8749,1.0,45580.0,47770.0,0.0,0.0472
504,10.0,3.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,4.0,A*+IDA*(0.75),7291,1.0,45536.0,48864.0,0.0,0.0461
505,10.0,3.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,4.0,A*+IDA*(0.50),4861,1.0,49492.0,51279.0,0.0,0.049
506,10.0,3.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,4.0,A*+IDA*(0.25),2430,1.0,54726.0,54540.0,0.0,0.0522
507,10.0,3.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,4.0,A*+IDA*(0.10),972,1.0,58240.0,58691.0,0.0,0.0536
508,10.0,3.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,4.0,"MBBDS(k=1,ThreePhase=1)(0.90)",8749,1.0,8076.0,5413.0,5.0,0.008
509,10.0,3.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,4.0,"MBBDS(k=1,ThreePhase=1)(0.75)",7291,1.0,8512.0,6062.0,6.0,0.0079
510,10.0,3.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,4.0,"MBBDS(k=1,ThreePhase=1)(0.50)",4861,1.0,8158.0,6062.0,6.0,0.0073
511,10.0,3.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,4.0,"MBBDS(k=1,ThreePhase=1)(0.25)",2430,1.0,14099.0,11142.0,10.0,0.0101
512,10.0,3.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,4.0,"MBBDS(k=1,ThreePhase=1)(0.10)",972,1.0,20121.0,15797.0,15.0,0.0135
513,10.0,3.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,3.0,A*,484598.0,1.0,130263.0,129943.0,0.0,0.4552
514,10.0,3.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,3.0,I-A*,-,1.0,305121.0,129943.0,0.0,0.4552
515,10.0,3.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,3.0,MM,32381.0,1.0,5324.0,5324.0,0.0,0.0116
516,10.0,3.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,3.0,I-MM,-,1.0,6824.0,5324.0,0.0,0.0116
517,10.0,3.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,3.0,MM+IDMM(0.90),29142,1.0,62589.0,51144.0,0.0,6.4183
518,10.0,3.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,3.0,MM+IDMM(0.75),24285,1.0,61739.0,53344.0,0.0,6.7918
519,10.0,3.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,3.0,MM+IDMM(0.50),16190,1.0,71406.0,58735.0,0.0,7.6085
520,10.0,3.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,3.0,MM+IDMM(0.25),8095,1.0,98754.0,94421.0,0.0,7.1378
521,10.0,3.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,3.0,MM+IDMM(0.10),3238,1.0,256141.0,236952.0,0.0,1.6771
522,10.0,3.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,3.0,A*+IDA*(0.90),29142,1.0,465404.0,474593.0,0.0,0.4729
523,10.0,3.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,3.0,A*+IDA*(0.75),24285,1.0,509946.0,514615.0,0.0,0.5228
524,10.0,3.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,3.0,A*+IDA*(0.50),16190,1.0,579927.0,587152.0,0.0,0.5639
525,10.0,3.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,3.0,A*+IDA*(0.25),8095,1.0,699341.0,695510.0,0.0,0.6532
526,10.0,3.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,3.0,A*+IDA*(0.10),3238,1.0,860156.0,857036.0,0.0,0.7688
527,10.0,3.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,3.0,"MBBDS(k=1,ThreePhase=1)(0.90)",29142,1.0,27771.0,23042.0,8.0,0.0293
528,10.0,3.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,3.0,"MBBDS(k=1,ThreePhase=1)(0.75)",24285,1.0,26841.0,23042.0,8.0,0.0266
529,10.0,3.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,3.0,"MBBDS(k=1,ThreePhase=1)(0.50)",16190,1.0,25437.0,23042.0,8.0,0.0227
530,10.0,3.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,3.0,"MBBDS(k=1,ThreePhase=1)(0.25)",8095,1.0,25082.0,23912.0,12.0,0.0204
531,10.0,3.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,3.0,"MBBDS(k=1,ThreePhase=1)(0.10)",3238,1.0,36028.0,35537.0,14.0,0.0261
532,10.0,3.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,3.0,A*,167042.0,1.0,36300.0,36017.0,0.0,0.0892
533,10.0,3.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,3.0,I-A*,-,1.0,81875.0,36017.0,0.0,0.0892
534,10.0,3.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,3.0,MM,22892.0,1.0,3514.0,3335.0,0.0,0.0079
535,10.0,3.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,3.0,I-MM,-,1.0,4934.0,3335.0,0.0,0.0079
536,10.0,3.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,3.0,MM+IDMM(0.90),20602,1.0,7554.0,5887.0,0.0,0.3038
537,10.0,3.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,3.0,MM+IDMM(0.75),17169,1.0,10747.0,6031.0,0.0,0.4173
538,10.0,3.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,3.0,MM+IDMM(0.50),11446,1.0,7469.0,5911.0,0.0,0.5001
539,10.0,3.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,3.0,MM+IDMM(0.25),5723,1.0,36482.0,22742.0,0.0,0.37
540,10.0,3.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,3.0,MM+IDMM(0.10),2289,1.0,53299.0,31672.0,0.0,0.1581
541,10.0,3.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,3.0,A*+IDA*(0.90),20602,1.0,67448.0,73215.0,0.0,0.0769
542,10.0,3.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,3.0,A*+IDA*(0.75),17169,1.0,69559.0,76548.0,0.0,0.0748
543,10.0,3.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,3.0,A*+IDA*(0.50),11446,1.0,77602.0,83039.0,0.0,0.0795
544,10.0,3.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,3.0,A*+IDA*(0.25),5723,1.0,92581.0,94381.0,0.0,0.09
545,10.0,3.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,3.0,A*+IDA*(0.10),2289,1.0,111242.0,111679.0,0.0,0.1034
546,10.0,3.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,3.0,"MBBDS(k=1,ThreePhase=1)(0.90)",20602,1.0,12020.0,8202.0,5.0,0.0145
547,10.0,3.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,3.0,"MBBDS(k=1,ThreePhase=1)(0.75)",17169,1.0,11438.0,8202.0,5.0,0.0129
548,10.0,3.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,3.0,"MBBDS(k=1,ThreePhase=1)(0.50)",11446,1.0,10539.0,8202.0,5.0,0.0105
549,10.0,3.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,3.0,"MBBDS(k=1,ThreePhase=1)(0.25)",5723,1.0,11692.0,10189.0,9.0,0.0099
550,10.0,3.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,3.0,"MBBDS(k=1,ThreePhase=1)(0.10)",2289,1.0,14906.0,13576.0,12.0,0.0106
551,10.0,3.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,4.0,A*,128628.0,1.0,26699.0,26592.0,0.0,0.0605
552,10.0,3.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,4.0,I-A*,-,1.0,59427.0,26592.0,0.0,0.0605
553,10.0,3.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,4.0,MM,9632.0,1.0,1367.0,1354.0,0.0,0.003
554,10.0,3.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,4.0,I-MM,-,1.0,2831.0,1354.0,0.0,0.003
555,10.0,3.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,4.0,MM+IDMM(0.90),8668,1.0,9615.0,7853.0,0.0,0.6065
556,10.0,3.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,4.0,MM+IDMM(0.75),7224,1.0,14601.0,9756.0,0.0,0.5997
557,10.0,3.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,4.0,MM+IDMM(0.50),4816,1.0,28581.0,21976.0,0.0,0.3111
558,10.0,3.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,4.0,MM+IDMM(0.25),2408,1.0,47693.0,28299.0,0.0,0.2004
559,10.0,3.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,4.0,MM+IDMM(0.10),963,1.0,37458.0,31225.0,0.0,0.1817
560,10.0,3.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,4.0,A*+IDA*(0.90),8668,1.0,74884.0,58776.0,0.0,0.0743
561,10.0,3.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,4.0,A*+IDA*(0.75),7224,1.0,66396.0,60658.0,0.0,0.065
562,10.0,3.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,4.0,A*+IDA*(0.50),4816,1.0,93752.0,63801.0,0.0,0.0889
563,10.0,3.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,4.0,A*+IDA*(0.25),2408,1.0,80424.0,71972.0,0.0,0.0748
564,10.0,3.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,4.0,A*+IDA*(0.10),963,1.0,96558.0,80929.0,0.0,0.0869
565,10.0,3.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,4.0,"MBBDS(k=1,ThreePhase=1)(0.90)",8668,1.0,9374.0,6603.0,5.0,0.0091
566,10.0,3.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,4.0,"MBBDS(k=1,ThreePhase=1)(0.75)",7224,1.0,9792.0,7235.0,6.0,0.0089
567,10.0,3.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,4.0,"MBBDS(k=1,ThreePhase=1)(0.50)",4816,1.0,10459.0,8255.0,9.0,0.0089
568,10.0,3.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,4.0,"MBBDS(k=1,ThreePhase=1)(0.25)",2408,1.0,14122.0,11300.0,10.0,0.0103
569,10.0,3.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,4.0,"MBBDS(k=1,ThreePhase=1)(0.10)",963,1.0,22003.0,17820.0,16.0,0.015
570,10.0,3.0,31.0, 1 4 6 5 8 9 7 3 2 0, 0 1 2 3 4 5 6 7 8 9,5.0,A*,21242.0,1.0,3446.0,3002.0,0.0,0.0075
571,10.0,3.0,31.0, 1 4 6 5 8 9 7 3 2 0, 0 1 2 3 4 5 6 7 8 9,5.0,I-A*,-,1.0,6760.0,3002.0,0.0,0.0075
572,10.0,3.0,31.0, 1 4 6 5 8 9 7 3 2 0, 0 1 2 3 4 5 6 7 8 9,5.0,MM,4912.0,1.0,658.0,658.0,0.0,0.0014
573,10.0,3.0,31.0, 1 4 6 5 8 9 7 3 2 0, 0 1 2 3 4 5 6 7 8 9,5.0,I-MM,-,1.0,840.0,658.0,0.0,0.0014
574,10.0,3.0,31.0, 1 4 6 5 8 9 7 3 2 0, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.90),4420,1.0,2783.0,2240.0,0.0,0.035
575,10.0,3.0,31.0, 1 4 6 5 8 9 7 3 2 0, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.75),3684,1.0,2967.0,2357.0,0.0,0.0398
576,10.0,3.0,31.0, 1 4 6 5 8 9 7 3 2 0, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.50),2456,1.0,3878.0,2585.0,0.0,0.0419
577,10.0,3.0,31.0, 1 4 6 5 8 9 7 3 2 0, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.25),1228,1.0,5381.0,2589.0,0.0,0.0439
578,10.0,3.0,31.0, 1 4 6 5 8 9 7 3 2 0, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.10),491,1.0,3998.0,3977.0,0.0,0.0304
579,10.0,3.0,31.0, 1 4 6 5 8 9 7 3 2 0, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.90),4420,1.0,3690.0,5334.0,0.0,0.005
580,10.0,3.0,31.0, 1 4 6 5 8 9 7 3 2 0, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.75),3684,1.0,3635.0,5227.0,0.0,0.0047
581,10.0,3.0,31.0, 1 4 6 5 8 9 7 3 2 0, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.50),2456,1.0,3706.0,5114.0,0.0,0.0043
582,10.0,3.0,31.0, 1 4 6 5 8 9 7 3 2 0, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.25),1228,1.0,3825.0,4302.0,0.0,0.004
583,10.0,3.0,31.0, 1 4 6 5 8 9 7 3 2 0, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.10),491,1.0,4304.0,4248.0,0.0,0.0041
584,10.0,3.0,31.0, 1 4 6 5 8 9 7 3 2 0, 0 1 2 3 4 5 6 7 8 9,5.0,"MBBDS(k=1,ThreePhase=1)(0.90)",4420,1.0,2826.0,1992.0,6.0,0.0032
585,10.0,3.0,31.0, 1 4 6 5 8 9 7 3 2 0, 0 1 2 3 4 5 6 7 8 9,5.0,"MBBDS(k=1,ThreePhase=1)(0.75)",3684,1.0,2861.0,2124.0,8.0,0.003
586,10.0,3.0,31.0, 1 4 6 5 8 9 7 3 2 0, 0 1 2 3 4 5 6 7 8 9,5.0,"MBBDS(k=1,ThreePhase=1)(0.50)",2456,1.0,2687.0,2124.0,8.0,0.0025
587,10.0,3.0,31.0, 1 4 6 5 8 9 7 3 2 0, 0 1 2 3 4 5 6 7 8 9,5.0,"MBBDS(k=1,ThreePhase=1)(0.25)",1228,1.0,2389.0,1992.0,6.0,0.002
588,10.0,3.0,31.0, 1 4 6 5 8 9 7 3 2 0, 0 1 2 3 4 5 6 7 8 9,5.0,"MBBDS(k=1,ThreePhase=1)(0.10)",491,1.0,3762.0,3247.0,13.0,0.0027
589,10.0,3.0,32.0, 6 9 1 7 0 8 5 4 3 2, 0 1 2 3 4 5 6 7 8 9,3.0,A*,12417.0,1.0,1980.0,1869.0,0.0,0.0042
590,10.0,3.0,32.0, 6 9 1 7 0 8 5 4 3 2, 0 1 2 3 4 5 6 7 8 9,3.0,I-A*,-,1.0,4189.0,1869.0,0.0,0.0042
591,10.0,3.0,32.0, 6 9 1 7 0 8 5 4 3 2, 0 1 2 3 4 5 6 7 8 9,3.0,MM,4639.0,1.0,640.0,452.0,0.0,0.0014
592,10.0,3.0,32.0, 6 9 1 7 0 8 5 4 3 2, 0 1 2 3 4 5 6 7 8 9,3.0,I-MM,-,1.0,821.0,452.0,0.0,0.0014
593,10.0,3.0,32.0, 6 9 1 7 0 8 5 4 3 2, 0 1 2 3 4 5 6 7 8 9,3.0,MM+IDMM(0.90),4175,1.0,846.0,569.0,0.0,0.0049
594,10.0,3.0,32.0, 6 9 1 7 0 8 5 4 3 2, 0 1 2 3 4 5 6 7 8 9,3.0,MM+IDMM(0.75),3479,1.0,1095.0,580.0,0.0,0.0134
595,10.0,3.0,32.0, 6 9 1 7 0 8 5 4 3 2, 0 1 2 3 4 5 6 7 8 9,3.0,MM+IDMM(0.50),2319,1.0,1036.0,566.0,0.0,0.0159
596,10.0,3.0,32.0, 6 9 1 7 0 8 5 4 3 2, 0 1 2 3 4 5 6 7 8 9,3.0,MM+IDMM(0.25),1159,1.0,2331.0,612.0,0.0,0.0329
597,10.0,3.0,32.0, 6 9 1 7 0 8 5 4 3 2, 0 1 2 3 4 5 6 7 8 9,3.0,MM+IDMM(0.10),463,1.0,5302.0,1618.0,0.0,0.0126
598,10.0,3.0,32.0, 6 9 1 7 0 8 5 4 3 2, 0 1 2 3 4 5 6 7 8 9,3.0,A*+IDA*(0.90),4175,1.0,1977.0,3815.0,0.0,0.0032
599,10.0,3.0,32.0, 6 9 1 7 0 8 5 4 3 2, 0 1 2 3 4 5 6 7 8 9,3.0,A*+IDA*(0.75),3479,1.0,2347.0,3689.0,0.0,0.0033
600,10.0,3.0,32.0, 6 9 1 7 0 8 5 4 3 2, 0 1 2 3 4 5 6 7 8 9,3.0,A*+IDA*(0.50),2319,1.0,2165.0,3653.0,0.0,0.0028
601,10.0,3.0,32.0, 6 9 1 7 0 8 5 4 3 2, 0 1 2 3 4 5 6 7 8 9,3.0,A*+IDA*(0.25),1159,1.0,8711.0,2821.0,0.0,0.0084
602,10.0,3.0,32.0, 6 9 1 7 0 8 5 4 3 2, 0 1 2 3 4 5 6 7 8 9,3.0,A*+IDA*(0.10),463,1.0,6834.0,2906.0,0.0,0.0062
603,10.0,3.0,32.0, 6 9 1 7 0 8 5 4 3 2, 0 1 2 3 4 5 6 7 8 9,3.0,"MBBDS(k=1,ThreePhase=1)(0.90)",4175,1.0,1555.0,649.0,3.0,0.0022
604,10.0,3.0,32.0, 6 9 1 7 0 8 5 4 3 2, 0 1 2 3 4 5 6 7 8 9,3.0,"MBBDS(k=1,ThreePhase=1)(0.75)",3479,1.0,1609.0,808.0,5.0,0.0021
605,10.0,3.0,32.0, 6 9 1 7 0 8 5 4 3 2, 0 1 2 3 4 5 6 7 8 9,3.0,"MBBDS(k=1,ThreePhase=1)(0.50)",2319,1.0,1443.0,808.0,5.0,0.0017
606,10.0,3.0,32.0, 6 9 1 7 0 8 5 4 3 2, 0 1 2 3 4 5 6 7 8 9,3.0,"MBBDS(k=1,ThreePhase=1)(0.25)",1159,1.0,1290.0,808.0,5.0,0.0012
607,10.0,3.0,32.0, 6 9 1 7 0 8 5 4 3 2, 0 1 2 3 4 5 6 7 8 9,3.0,"MBBDS(k=1,ThreePhase=1)(0.10)",463,1.0,1394.0,999.0,9.0,0.0011
608,10.0,3.0,33.0, 6 4 2 0 9 7 8 3 1 5, 0 1 2 3 4 5 6 7 8 9,4.0,A*,121174.0,1.0,24893.0,24847.0,0.0,0.059
609,10.0,3.0,33.0, 6 4 2 0 9 7 8 3 1 5, 0 1 2 3 4 5 6 7 8 9,4.0,I-A*,-,1.0,54878.0,24847.0,0.0,0.059
610,10.0,3.0,33.0, 6 4 2 0 9 7 8 3 1 5, 0 1 2 3 4 5 6 7 8 9,4.0,MM,30356.0,1.0,4947.0,4023.0,0.0,0.011
611,10.0,3.0,33.0, 6 4 2 0 9 7 8 3 1 5, 0 1 2 3 4 5 6 7 8 9,4.0,I-MM,-,1.0,6422.0,4023.0,0.0,0.011
