,Number Of Pancakes,Gap,Problem ID,Start state,Goal state,Initial Heuristic,Algorithm,Memory,Status,States Expanded,Runtime(seconds)
1658,16.0,1.0,20.0, 14 15 8 10 9 12 11 13 2 0 1 5 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,I-A*,-,1.0,11772,0.0254
1659,16.0,1.0,20.0, 14 15 8 10 9 12 11 13 2 0 1 5 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MM,65284.0,1.0,8909,0.0301
1660,16.0,1.0,20.0, 14 15 8 10 9 12 11 13 2 0 1 5 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,I-MM,-,1.0,17399,0.0301
1661,16.0,1.0,20.0, 14 15 8 10 9 12 11 13 2 0 1 5 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,IDA*,-,1.0,43582,0.0455
1662,16.0,1.0,20.0, 14 15 8 10 9 12 11 13 2 0 1 5 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,D-A*,-,1.0,36253,0.0455
1663,16.0,1.0,20.0, 14 15 8 10 9 12 11 13 2 0 1 5 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(1.00),65284,1.0,91248,0.1263
1664,16.0,1.0,20.0, 14 15 8 10 9 12 11 13 2 0 1 5 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.90),58755,1.0,91248,0.126
1665,16.0,1.0,20.0, 14 15 8 10 9 12 11 13 2 0 1 5 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.75),48963,1.0,91248,0.1274
1666,16.0,1.0,20.0, 14 15 8 10 9 12 11 13 2 0 1 5 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.50),32642,1.0,121363,0.1622
1667,16.0,1.0,20.0, 14 15 8 10 9 12 11 13 2 0 1 5 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.25),16321,1.0,159993,0.2149
1668,16.0,1.0,20.0, 14 15 8 10 9 12 11 13 2 0 1 5 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.10),6528,1.0,434973,0.6151
1669,16.0,1.0,20.0, 14 15 8 10 9 12 11 13 2 0 1 5 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,IDMM,-,1.0,61546,0.092
1670,16.0,1.0,20.0, 14 15 8 10 9 12 11 13 2 0 1 5 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,D-MM,-,1.0,53038,0.092
1671,16.0,1.0,21.0, 7 5 6 2 3 4 0 1 11 9 10 8 15 14 13 12, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,A*,382147.0,1.0,31897,0.1767
1672,16.0,1.0,21.0, 7 5 6 2 3 4 0 1 11 9 10 8 15 14 13 12, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,I-A*,-,1.0,67732,0.1767
1673,16.0,1.0,21.0, 7 5 6 2 3 4 0 1 11 9 10 8 15 14 13 12, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MM,348646.0,1.0,67102,0.2507
1674,16.0,1.0,21.0, 7 5 6 2 3 4 0 1 11 9 10 8 15 14 13 12, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,I-MM,-,1.0,99469,0.2507
1675,16.0,1.0,21.0, 7 5 6 2 3 4 0 1 11 9 10 8 15 14 13 12, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,IDA*,-,1.0,96173,0.099
1676,16.0,1.0,21.0, 7 5 6 2 3 4 0 1 11 9 10 8 15 14 13 12, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,D-A*,-,1.0,33006,0.099
1677,16.0,1.0,21.0, 7 5 6 2 3 4 0 1 11 9 10 8 15 14 13 12, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(1.00),348646,1.0,380059,0.5918
1678,16.0,1.0,21.0, 7 5 6 2 3 4 0 1 11 9 10 8 15 14 13 12, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.90),313781,1.0,380059,0.5886
1679,16.0,1.0,21.0, 7 5 6 2 3 4 0 1 11 9 10 8 15 14 13 12, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.75),261484,1.0,380059,0.5844
1680,16.0,1.0,21.0, 7 5 6 2 3 4 0 1 11 9 10 8 15 14 13 12, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.50),174323,1.0,380059,0.5832
1681,16.0,1.0,21.0, 7 5 6 2 3 4 0 1 11 9 10 8 15 14 13 12, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.25),87161,1.0,482103,0.7332
1682,16.0,1.0,21.0, 7 5 6 2 3 4 0 1 11 9 10 8 15 14 13 12, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.10),34864,1.0,1288765,1.9427
1683,16.0,1.0,21.0, 7 5 6 2 3 4 0 1 11 9 10 8 15 14 13 12, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,IDMM,-,1.0,111490,0.1637
1684,16.0,1.0,21.0, 7 5 6 2 3 4 0 1 11 9 10 8 15 14 13 12, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,D-MM,-,1.0,43805,0.1637
1685,16.0,1.0,22.0, 10 8 9 13 12 11 15 14 6 7 4 5 1 2 3 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,A*,463998.0,1.0,38683,0.2389
1686,16.0,1.0,22.0, 10 8 9 13 12 11 15 14 6 7 4 5 1 2 3 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,I-A*,-,1.0,81702,0.2389
1687,16.0,1.0,22.0, 10 8 9 13 12 11 15 14 6 7 4 5 1 2 3 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MM,529290.0,1.0,72343,0.3376
1688,16.0,1.0,22.0, 10 8 9 13 12 11 15 14 6 7 4 5 1 2 3 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,I-MM,-,1.0,105400,0.3376
1689,16.0,1.0,22.0, 10 8 9 13 12 11 15 14 6 7 4 5 1 2 3 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,IDA*,-,1.0,119604,0.1195
1690,16.0,1.0,22.0, 10 8 9 13 12 11 15 14 6 7 4 5 1 2 3 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,D-A*,-,1.0,47809,0.1195
1691,16.0,1.0,22.0, 10 8 9 13 12 11 15 14 6 7 4 5 1 2 3 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(1.00),529290,1.0,398286,0.658
1692,16.0,1.0,22.0, 10 8 9 13 12 11 15 14 6 7 4 5 1 2 3 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.90),476361,1.0,398286,0.6476
1693,16.0,1.0,22.0, 10 8 9 13 12 11 15 14 6 7 4 5 1 2 3 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.75),396967,1.0,398286,0.6192
1694,16.0,1.0,22.0, 10 8 9 13 12 11 15 14 6 7 4 5 1 2 3 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.50),264645,1.0,398286,0.6053
1695,16.0,1.0,22.0, 10 8 9 13 12 11 15 14 6 7 4 5 1 2 3 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.25),132322,1.0,585137,0.8698
1696,16.0,1.0,22.0, 10 8 9 13 12 11 15 14 6 7 4 5 1 2 3 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.10),52929,1.0,902361,1.3442
1697,16.0,1.0,22.0, 10 8 9 13 12 11 15 14 6 7 4 5 1 2 3 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,IDMM,-,1.0,64374,0.0839
1698,16.0,1.0,22.0, 10 8 9 13 12 11 15 14 6 7 4 5 1 2 3 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,D-MM,-,1.0,18571,0.0839
1699,16.0,1.0,23.0, 15 13 14 11 12 9 10 8 6 7 0 2 1 4 3 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,A*,31242340.0,1.0,3023817,35.5713
1700,16.0,1.0,23.0, 15 13 14 11 12 9 10 8 6 7 0 2 1 4 3 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,I-A*,-,1.0,6468367,35.5713
1701,16.0,1.0,23.0, 15 13 14 11 12 9 10 8 6 7 0 2 1 4 3 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MM,16422198.0,1.0,1492053,17.2601
1702,16.0,1.0,23.0, 15 13 14 11 12 9 10 8 6 7 0 2 1 4 3 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,I-MM,-,1.0,3471156,17.2601
1703,16.0,1.0,23.0, 15 13 14 11 12 9 10 8 6 7 0 2 1 4 3 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,IDA*,-,1.0,13547999,15.0613
1704,16.0,1.0,23.0, 15 13 14 11 12 9 10 8 6 7 0 2 1 4 3 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,D-A*,-,1.0,1272858,15.0613
1705,16.0,1.0,23.0, 15 13 14 11 12 9 10 8 6 7 0 2 1 4 3 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(1.00),16422198,1.0,24986779,65.9161
1706,16.0,1.0,23.0, 15 13 14 11 12 9 10 8 6 7 0 2 1 4 3 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.90),14779978,1.0,24986779,64.3187
1707,16.0,1.0,23.0, 15 13 14 11 12 9 10 8 6 7 0 2 1 4 3 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.75),12316648,1.0,24986779,62.0508
1708,16.0,1.0,23.0, 15 13 14 11 12 9 10 8 6 7 0 2 1 4 3 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.50),8211099,1.0,24986779,56.5967
1709,16.0,1.0,23.0, 15 13 14 11 12 9 10 8 6 7 0 2 1 4 3 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.25),4105549,1.0,43169098,68.6667
1710,16.0,1.0,23.0, 15 13 14 11 12 9 10 8 6 7 0 2 1 4 3 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.10),1642219,1.0,63927842,93.8139
1711,16.0,1.0,23.0, 15 13 14 11 12 9 10 8 6 7 0 2 1 4 3 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,IDMM,-,1.0,6739025,9.9665
1712,16.0,1.0,23.0, 15 13 14 11 12 9 10 8 6 7 0 2 1 4 3 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,D-MM,-,1.0,725137,9.9665
1713,16.0,1.0,24.0, 14 15 11 12 13 9 10 8 3 4 0 2 1 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,A*,1104695.0,1.0,94919,0.8239
1714,16.0,1.0,24.0, 14 15 11 12 13 9 10 8 3 4 0 2 1 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,I-A*,-,1.0,203593,0.8239
1715,16.0,1.0,24.0, 14 15 11 12 13 9 10 8 3 4 0 2 1 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MM,608262.0,1.0,63394,0.3653
1716,16.0,1.0,24.0, 14 15 11 12 13 9 10 8 3 4 0 2 1 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,I-MM,-,1.0,95544,0.3653
1717,16.0,1.0,24.0, 14 15 11 12 13 9 10 8 3 4 0 2 1 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,IDA*,-,1.0,798130,0.8065
1718,16.0,1.0,24.0, 14 15 11 12 13 9 10 8 3 4 0 2 1 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,D-A*,-,1.0,599482,0.8065
1719,16.0,1.0,24.0, 14 15 11 12 13 9 10 8 3 4 0 2 1 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(1.00),608262,1.0,403586,0.7077
1720,16.0,1.0,24.0, 14 15 11 12 13 9 10 8 3 4 0 2 1 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.90),547435,1.0,403586,0.6954
1721,16.0,1.0,24.0, 14 15 11 12 13 9 10 8 3 4 0 2 1 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.75),456196,1.0,403586,0.6797
1722,16.0,1.0,24.0, 14 15 11 12 13 9 10 8 3 4 0 2 1 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.50),304131,1.0,403586,0.6583
1723,16.0,1.0,24.0, 14 15 11 12 13 9 10 8 3 4 0 2 1 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.25),152065,1.0,543434,0.7896
1724,16.0,1.0,24.0, 14 15 11 12 13 9 10 8 3 4 0 2 1 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.10),60826,1.0,821489,1.2257
1725,16.0,1.0,24.0, 14 15 11 12 13 9 10 8 3 4 0 2 1 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,IDMM,-,1.0,402740,0.5927
1726,16.0,1.0,24.0, 14 15 11 12 13 9 10 8 3 4 0 2 1 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,D-MM,-,1.0,298919,0.5927
1727,16.0,1.0,25.0, 8 9 15 13 14 11 12 10 4 1 2 3 0 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,A*,3242188.0,1.0,291557,3.0438
1728,16.0,1.0,25.0, 8 9 15 13 14 11 12 10 4 1 2 3 0 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,I-A*,-,1.0,626018,3.0438
1729,16.0,1.0,25.0, 8 9 15 13 14 11 12 10 4 1 2 3 0 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MM,1265967.0,1.0,106092,0.7794
1730,16.0,1.0,25.0, 8 9 15 13 14 11 12 10 4 1 2 3 0 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,I-MM,-,1.0,251256,0.7794
1731,16.0,1.0,25.0, 8 9 15 13 14 11 12 10 4 1 2 3 0 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,IDA*,-,1.0,1690394,1.746
1732,16.0,1.0,25.0, 8 9 15 13 14 11 12 10 4 1 2 3 0 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,D-A*,-,1.0,813603,1.746
1733,16.0,1.0,25.0, 8 9 15 13 14 11 12 10 4 1 2 3 0 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(1.00),1265967,1.0,1590371,2.8641
1734,16.0,1.0,25.0, 8 9 15 13 14 11 12 10 4 1 2 3 0 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.90),1139370,1.0,1590371,2.7855
1735,16.0,1.0,25.0, 8 9 15 13 14 11 12 10 4 1 2 3 0 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.75),949475,1.0,1590371,2.7066
1736,16.0,1.0,25.0, 8 9 15 13 14 11 12 10 4 1 2 3 0 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.50),632983,1.0,1590371,2.6029
1737,16.0,1.0,25.0, 8 9 15 13 14 11 12 10 4 1 2 3 0 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.25),316491,1.0,2514531,3.6078
1738,16.0,1.0,25.0, 8 9 15 13 14 11 12 10 4 1 2 3 0 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.10),126596,1.0,3721680,5.2599
1739,16.0,1.0,25.0, 8 9 15 13 14 11 12 10 4 1 2 3 0 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,IDMM,-,1.0,783248,1.1948
1740,16.0,1.0,25.0, 8 9 15 13 14 11 12 10 4 1 2 3 0 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,D-MM,-,1.0,373115,1.1948
1741,16.0,1.0,26.0, 4 2 3 0 1 7 6 5 9 8 12 11 10 13 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,A*,1919140.0,1.0,167235,1.5296
1742,16.0,1.0,26.0, 4 2 3 0 1 7 6 5 9 8 12 11 10 13 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,I-A*,-,1.0,355799,1.5296
1743,16.0,1.0,26.0, 4 2 3 0 1 7 6 5 9 8 12 11 10 13 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MM,2805200.0,1.0,239850,2.2251
1744,16.0,1.0,26.0, 4 2 3 0 1 7 6 5 9 8 12 11 10 13 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,I-MM,-,1.0,531732,2.2251
1745,16.0,1.0,26.0, 4 2 3 0 1 7 6 5 9 8 12 11 10 13 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,IDA*,-,1.0,465177,0.4808
1746,16.0,1.0,26.0, 4 2 3 0 1 7 6 5 9 8 12 11 10 13 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,D-A*,-,1.0,54629,0.4808
1747,16.0,1.0,26.0, 4 2 3 0 1 7 6 5 9 8 12 11 10 13 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(1.00),2805200,1.0,407049,1.2928
1748,16.0,1.0,26.0, 4 2 3 0 1 7 6 5 9 8 12 11 10 13 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.90),2524680,1.0,407049,1.2946
1749,16.0,1.0,26.0, 4 2 3 0 1 7 6 5 9 8 12 11 10 13 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.75),2103900,1.0,407049,1.3103
1750,16.0,1.0,26.0, 4 2 3 0 1 7 6 5 9 8 12 11 10 13 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.50),1402600,1.0,407049,1.297
1751,16.0,1.0,26.0, 4 2 3 0 1 7 6 5 9 8 12 11 10 13 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.25),701300,1.0,2854235,4.3583
1752,16.0,1.0,26.0, 4 2 3 0 1 7 6 5 9 8 12 11 10 13 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.10),280520,1.0,3277201,4.8872
1753,16.0,1.0,26.0, 4 2 3 0 1 7 6 5 9 8 12 11 10 13 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,IDMM,-,1.0,560918,0.8553
1754,16.0,1.0,26.0, 4 2 3 0 1 7 6 5 9 8 12 11 10 13 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,D-MM,-,1.0,60361,0.8553
1755,16.0,1.0,27.0, 4 5 1 2 3 0 7 6 13 10 11 12 8 9 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,A*,1056062.0,1.0,90796,0.7881
1756,16.0,1.0,27.0, 4 5 1 2 3 0 7 6 13 10 11 12 8 9 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,I-A*,-,1.0,194950,0.7881
1757,16.0,1.0,27.0, 4 5 1 2 3 0 7 6 13 10 11 12 8 9 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MM,613819.0,1.0,63301,0.3601
1758,16.0,1.0,27.0, 4 5 1 2 3 0 7 6 13 10 11 12 8 9 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,I-MM,-,1.0,95571,0.3601
1759,16.0,1.0,27.0, 4 5 1 2 3 0 7 6 13 10 11 12 8 9 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,IDA*,-,1.0,232572,0.2362
1760,16.0,1.0,27.0, 4 5 1 2 3 0 7 6 13 10 11 12 8 9 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,D-A*,-,1.0,44251,0.2362
1761,16.0,1.0,27.0, 4 5 1 2 3 0 7 6 13 10 11 12 8 9 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(1.00),613819,1.0,331943,0.596
1762,16.0,1.0,27.0, 4 5 1 2 3 0 7 6 13 10 11 12 8 9 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.90),552437,1.0,331943,0.582
1763,16.0,1.0,27.0, 4 5 1 2 3 0 7 6 13 10 11 12 8 9 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.75),460364,1.0,331943,0.5646
1764,16.0,1.0,27.0, 4 5 1 2 3 0 7 6 13 10 11 12 8 9 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.50),306909,1.0,331943,0.5244
1765,16.0,1.0,27.0, 4 5 1 2 3 0 7 6 13 10 11 12 8 9 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.25),153454,1.0,535336,0.7787
1766,16.0,1.0,27.0, 4 5 1 2 3 0 7 6 13 10 11 12 8 9 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.10),61381,1.0,750454,1.1066
1767,16.0,1.0,27.0, 4 5 1 2 3 0 7 6 13 10 11 12 8 9 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,IDMM,-,1.0,119850,0.1546
1768,16.0,1.0,27.0, 4 5 1 2 3 0 7 6 13 10 11 12 8 9 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,D-MM,-,1.0,21366,0.1546
1769,16.0,1.0,28.0, 8 15 10 9 12 11 14 13 0 5 2 1 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,A*,723981.0,1.0,60558,0.4355
1770,16.0,1.0,28.0, 8 15 10 9 12 11 14 13 0 5 2 1 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,I-A*,-,1.0,127538,0.4355
1771,16.0,1.0,28.0, 8 15 10 9 12 11 14 13 0 5 2 1 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MM,869851.0,1.0,70445,0.4741
1772,16.0,1.0,28.0, 8 15 10 9 12 11 14 13 0 5 2 1 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,I-MM,-,1.0,159334,0.4741
1773,16.0,1.0,28.0, 8 15 10 9 12 11 14 13 0 5 2 1 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,IDA*,-,1.0,325725,0.3219
1774,16.0,1.0,28.0, 8 15 10 9 12 11 14 13 0 5 2 1 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,D-A*,-,1.0,213499,0.3219
1775,16.0,1.0,28.0, 8 15 10 9 12 11 14 13 0 5 2 1 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(1.00),869851,1.0,152060,0.3297
1776,16.0,1.0,28.0, 8 15 10 9 12 11 14 13 0 5 2 1 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.90),782865,1.0,152060,0.3341
1777,16.0,1.0,28.0, 8 15 10 9 12 11 14 13 0 5 2 1 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.75),652388,1.0,152060,0.3287
1778,16.0,1.0,28.0, 8 15 10 9 12 11 14 13 0 5 2 1 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.50),434925,1.0,709652,1.0836
1779,16.0,1.0,28.0, 8 15 10 9 12 11 14 13 0 5 2 1 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.25),217462,1.0,1075094,1.4435
1780,16.0,1.0,28.0, 8 15 10 9 12 11 14 13 0 5 2 1 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.10),86985,1.0,1249053,1.7171
1781,16.0,1.0,28.0, 8 15 10 9 12 11 14 13 0 5 2 1 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,IDMM,-,1.0,184884,0.2454
1782,16.0,1.0,28.0, 8 15 10 9 12 11 14 13 0 5 2 1 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,D-MM,-,1.0,118886,0.2454
1783,16.0,1.0,29.0, 3 1 2 0 7 6 5 4 10 8 9 12 11 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,A*,1075271.0,1.0,93101,0.8045
1784,16.0,1.0,29.0, 3 1 2 0 7 6 5 4 10 8 9 12 11 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,I-A*,-,1.0,200032,0.8045
