,Number Of Pancakes,Gap,Problem ID,Start state,Goal state,Initial Heuristic,Algorithm,Memory,Status,States Expanded,Necessary Expansions,Iterations,Runtime(seconds)
439,10.0,2.0,24.0, 1 6 2 4 0 9 7 5 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,MM,22282.0,1.0,3934.0,3934.0,0.0,0.0082
440,10.0,2.0,24.0, 1 6 2 4 0 9 7 5 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,I-MM,-,1.0,5181.0,3934.0,0.0,0.0082
441,10.0,2.0,24.0, 1 6 2 4 0 9 7 5 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,MM+IDMM(0.90),20053,1.0,3492974.0,1882037.0,0.0,4.1199
442,10.0,2.0,24.0, 1 6 2 4 0 9 7 5 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,MM+IDMM(0.75),16711,1.0,4987490.0,3147875.0,0.0,5.9242
443,10.0,2.0,24.0, 1 6 2 4 0 9 7 5 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,MM+IDMM(0.50),11141,1.0,5278804.0,4055837.0,0.0,6.3599
444,10.0,2.0,24.0, 1 6 2 4 0 9 7 5 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,MM+IDMM(0.25),5570,1.0,11164501.0,4520330.0,0.0,13.1052
445,10.0,2.0,24.0, 1 6 2 4 0 9 7 5 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,MM+IDMM(0.10),2228,1.0,24010967.0,5601623.0,0.0,27.4608
446,10.0,2.0,24.0, 1 6 2 4 0 9 7 5 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,A*+IDA*(0.90),20053,1.0,9561.0,15621.0,0.0,0.0171
447,10.0,2.0,24.0, 1 6 2 4 0 9 7 5 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,A*+IDA*(0.75),16711,1.0,9775.0,15288.0,0.0,0.0156
448,10.0,2.0,24.0, 1 6 2 4 0 9 7 5 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,A*+IDA*(0.50),11141,1.0,10330.0,14999.0,0.0,0.014
449,10.0,2.0,24.0, 1 6 2 4 0 9 7 5 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,A*+IDA*(0.25),5570,1.0,132946.0,13313.0,0.0,0.1295
450,10.0,2.0,24.0, 1 6 2 4 0 9 7 5 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,A*+IDA*(0.10),2228,1.0,145986.0,14111.0,0.0,0.1363
451,10.0,2.0,24.0, 1 6 2 4 0 9 7 5 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,"MBBDS(k=1,ThreePhase=1)(0.90)",20053,1.0,16950.0,8077.0,5.0,0.0169
452,10.0,2.0,24.0, 1 6 2 4 0 9 7 5 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,"MBBDS(k=1,ThreePhase=1)(0.75)",16711,1.0,18779.0,10418.0,8.0,0.0171
453,10.0,2.0,24.0, 1 6 2 4 0 9 7 5 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,"MBBDS(k=1,ThreePhase=1)(0.50)",11141,1.0,17469.0,9960.0,6.0,0.0144
454,10.0,2.0,24.0, 1 6 2 4 0 9 7 5 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,"MBBDS(k=1,ThreePhase=1)(0.25)",5570,1.0,18850.0,11241.0,9.0,0.0132
455,10.0,2.0,24.0, 1 6 2 4 0 9 7 5 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,"MBBDS(k=1,ThreePhase=1)(0.10)",2228,1.0,27051.0,15547.0,11.0,0.0173
456,10.0,2.0,25.0, 0 7 5 9 2 1 4 6 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,A*,51840.0,1.0,9105.0,9061.0,0.0,0.0204
457,10.0,2.0,25.0, 0 7 5 9 2 1 4 6 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,I-A*,-,1.0,19224.0,9061.0,0.0,0.0204
458,10.0,2.0,25.0, 0 7 5 9 2 1 4 6 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,MM,20266.0,1.0,4540.0,4540.0,0.0,0.0088
459,10.0,2.0,25.0, 0 7 5 9 2 1 4 6 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,I-MM,-,1.0,5827.0,4540.0,0.0,0.0088
460,10.0,2.0,25.0, 0 7 5 9 2 1 4 6 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,MM+IDMM(0.90),18239,1.0,2735205.0,2689845.0,0.0,3.3053
461,10.0,2.0,25.0, 0 7 5 9 2 1 4 6 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,MM+IDMM(0.75),15199,1.0,5304752.0,5244709.0,0.0,6.6035
462,10.0,2.0,25.0, 0 7 5 9 2 1 4 6 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,MM+IDMM(0.50),10133,1.0,5354280.0,5298481.0,0.0,6.7942
463,10.0,2.0,25.0, 0 7 5 9 2 1 4 6 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,MM+IDMM(0.25),5066,1.0,7172996.0,6295348.0,0.0,9.018
464,10.0,2.0,25.0, 0 7 5 9 2 1 4 6 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,MM+IDMM(0.10),2026,1.0,8266034.0,7712882.0,0.0,9.8796
465,10.0,2.0,25.0, 0 7 5 9 2 1 4 6 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,A*+IDA*(0.90),18239,1.0,10513.0,16912.0,0.0,0.017
466,10.0,2.0,25.0, 0 7 5 9 2 1 4 6 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,A*+IDA*(0.75),15199,1.0,10825.0,16615.0,0.0,0.0159
467,10.0,2.0,25.0, 0 7 5 9 2 1 4 6 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,A*+IDA*(0.50),10133,1.0,11377.0,16548.0,0.0,0.0146
468,10.0,2.0,25.0, 0 7 5 9 2 1 4 6 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,A*+IDA*(0.25),5066,1.0,13151.0,14874.0,0.0,0.0145
469,10.0,2.0,25.0, 0 7 5 9 2 1 4 6 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,A*+IDA*(0.10),2026,1.0,14963.0,15659.0,0.0,0.0147
470,10.0,2.0,25.0, 0 7 5 9 2 1 4 6 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,"MBBDS(k=1,ThreePhase=1)(0.90)",18239,1.0,15838.0,7904.0,5.0,0.0161
471,10.0,2.0,25.0, 0 7 5 9 2 1 4 6 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,"MBBDS(k=1,ThreePhase=1)(0.75)",15199,1.0,16556.0,9758.0,6.0,0.0151
472,10.0,2.0,25.0, 0 7 5 9 2 1 4 6 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,"MBBDS(k=1,ThreePhase=1)(0.50)",10133,1.0,15747.0,9758.0,6.0,0.013
473,10.0,2.0,25.0, 0 7 5 9 2 1 4 6 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,"MBBDS(k=1,ThreePhase=1)(0.25)",5066,1.0,20469.0,12809.0,9.0,0.0144
474,10.0,2.0,25.0, 0 7 5 9 2 1 4 6 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,"MBBDS(k=1,ThreePhase=1)(0.10)",2026,1.0,33111.0,20304.0,12.0,0.0211
475,10.0,2.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,6.0,A*,65926.0,1.0,12167.0,12115.0,0.0,0.0269
476,10.0,2.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,6.0,I-A*,-,1.0,25959.0,12115.0,0.0,0.0269
477,10.0,2.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,6.0,MM,22388.0,1.0,4374.0,4374.0,0.0,0.0089
478,10.0,2.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,6.0,I-MM,-,1.0,5681.0,4374.0,0.0,0.0089
479,10.0,2.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,6.0,MM+IDMM(0.90),20149,1.0,4201106.0,3981475.0,0.0,5.0624
480,10.0,2.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,6.0,MM+IDMM(0.75),16791,1.0,6016789.0,5763219.0,0.0,7.3356
481,10.0,2.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,6.0,MM+IDMM(0.50),11194,1.0,6405484.0,6041122.0,0.0,7.791
482,10.0,2.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,6.0,MM+IDMM(0.25),5597,1.0,8265750.0,6880381.0,0.0,9.9838
483,10.0,2.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,6.0,MM+IDMM(0.10),2238,1.0,8987586.0,8913995.0,0.0,10.4045
484,10.0,2.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,6.0,A*+IDA*(0.90),20149,1.0,14267.0,22071.0,0.0,0.0218
485,10.0,2.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,6.0,A*+IDA*(0.75),16791,1.0,14662.0,22188.0,0.0,0.0206
486,10.0,2.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,6.0,A*+IDA*(0.50),11194,1.0,21875.0,22548.0,0.0,0.0252
487,10.0,2.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,6.0,A*+IDA*(0.25),5597,1.0,22799.0,20455.0,0.0,0.0238
488,10.0,2.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,6.0,A*+IDA*(0.10),2238,1.0,23347.0,22901.0,0.0,0.0226
489,10.0,2.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,6.0,"MBBDS(k=1,ThreePhase=1)(0.90)",20149,1.0,20186.0,11531.0,6.0,0.0194
490,10.0,2.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,6.0,"MBBDS(k=1,ThreePhase=1)(0.75)",16791,1.0,19690.0,11531.0,6.0,0.0179
491,10.0,2.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,6.0,"MBBDS(k=1,ThreePhase=1)(0.50)",11194,1.0,18755.0,11531.0,6.0,0.0153
492,10.0,2.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,6.0,"MBBDS(k=1,ThreePhase=1)(0.25)",5597,1.0,23282.0,14481.0,7.0,0.0163
493,10.0,2.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,6.0,"MBBDS(k=1,ThreePhase=1)(0.10)",2238,1.0,32684.0,20144.0,12.0,0.0215
494,10.0,2.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,5.0,A*,25685.0,1.0,4303.0,4302.0,0.0,0.0093
495,10.0,2.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,5.0,I-A*,-,1.0,9252.0,4302.0,0.0,0.0093
496,10.0,2.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,5.0,MM,5770.0,1.0,792.0,768.0,0.0,0.0017
497,10.0,2.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,5.0,I-MM,-,1.0,1719.0,768.0,0.0,0.0017
498,10.0,2.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.90),5193,1.0,590661.0,517904.0,0.0,0.7639
499,10.0,2.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.75),4327,1.0,714675.0,634664.0,0.0,0.9069
500,10.0,2.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.50),2885,1.0,696806.0,687479.0,0.0,0.8796
501,10.0,2.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.25),1442,1.0,860563.0,812865.0,0.0,0.9831
502,10.0,2.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.10),577,1.0,890299.0,870211.0,0.0,1.0117
503,10.0,2.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.90),5193,1.0,5188.0,8203.0,0.0,0.0068
504,10.0,2.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.75),4327,1.0,5374.0,8298.0,0.0,0.0066
505,10.0,2.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.50),2885,1.0,6407.0,6832.0,0.0,0.0071
506,10.0,2.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.25),1442,1.0,6748.0,7022.0,0.0,0.0069
507,10.0,2.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.10),577,1.0,7410.0,7573.0,0.0,0.007
508,10.0,2.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,5.0,"MBBDS(k=1,ThreePhase=1)(0.90)",5193,1.0,6206.0,3094.0,6.0,0.0055
509,10.0,2.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,5.0,"MBBDS(k=1,ThreePhase=1)(0.75)",4327,1.0,6086.0,3094.0,6.0,0.0052
510,10.0,2.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,5.0,"MBBDS(k=1,ThreePhase=1)(0.50)",2885,1.0,5878.0,3094.0,6.0,0.0046
511,10.0,2.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,5.0,"MBBDS(k=1,ThreePhase=1)(0.25)",1442,1.0,10342.0,5369.0,11.0,0.007
512,10.0,2.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,5.0,"MBBDS(k=1,ThreePhase=1)(0.10)",577,1.0,19004.0,9383.0,16.0,0.0119
513,10.0,2.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,5.0,A*,110575.0,1.0,22516.0,22464.0,0.0,0.0519
514,10.0,2.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,5.0,I-A*,-,1.0,49795.0,22464.0,0.0,0.0519
515,10.0,2.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,5.0,MM,30918.0,1.0,6461.0,6461.0,0.0,0.0127
516,10.0,2.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,5.0,I-MM,-,1.0,7923.0,6461.0,0.0,0.0127
517,10.0,2.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.90),27826,1.0,9291303.0,9257653.0,0.0,11.3177
518,10.0,2.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.75),23188,1.0,16509050.0,16418432.0,0.0,20.3839
519,10.0,2.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.50),15459,1.0,17398173.0,17331025.0,0.0,21.5103
520,10.0,2.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.25),7729,1.0,20660249.0,20593101.0,0.0,25.5416
521,10.0,2.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.10),3091,1.0,25674995.0,25599249.0,0.0,31.8641
522,10.0,2.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.90),27826,1.0,28656.0,44768.0,0.0,0.0406
523,10.0,2.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.75),23188,1.0,30877.0,37681.0,0.0,0.0413
524,10.0,2.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.50),15459,1.0,37524.0,42228.0,0.0,0.0434
525,10.0,2.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.25),7729,1.0,46873.0,49989.0,0.0,0.048
526,10.0,2.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.10),3091,1.0,57076.0,58017.0,0.0,0.0537
527,10.0,2.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,5.0,"MBBDS(k=1,ThreePhase=1)(0.90)",27826,1.0,23010.0,15400.0,6.0,0.0246
528,10.0,2.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,5.0,"MBBDS(k=1,ThreePhase=1)(0.75)",23188,1.0,21810.0,15400.0,6.0,0.0217
529,10.0,2.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,5.0,"MBBDS(k=1,ThreePhase=1)(0.50)",15459,1.0,21337.0,16342.0,8.0,0.0189
530,10.0,2.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,5.0,"MBBDS(k=1,ThreePhase=1)(0.25)",7729,1.0,20148.0,16342.0,8.0,0.0161
531,10.0,2.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,5.0,"MBBDS(k=1,ThreePhase=1)(0.10)",3091,1.0,30031.0,24160.0,11.0,0.0209
532,10.0,2.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,5.0,A*,27137.0,1.0,4627.0,4573.0,0.0,0.0102
533,10.0,2.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,5.0,I-A*,-,1.0,9950.0,4573.0,0.0,0.0102
534,10.0,2.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,5.0,MM,5295.0,1.0,720.0,640.0,0.0,0.0016
535,10.0,2.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,5.0,I-MM,-,1.0,1433.0,640.0,0.0,0.0016
536,10.0,2.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.90),4765,1.0,83924.0,646.0,0.0,0.1053
537,10.0,2.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.75),3971,1.0,224924.0,134526.0,0.0,0.286
538,10.0,2.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.50),2647,1.0,275251.0,204665.0,0.0,0.3239
539,10.0,2.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.25),1323,1.0,276495.0,212930.0,0.0,0.3147
540,10.0,2.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.10),529,1.0,601508.0,226904.0,0.0,0.6703
541,10.0,2.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.90),4765,1.0,5664.0,8915.0,0.0,0.0072
542,10.0,2.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.75),3971,1.0,5942.0,7091.0,0.0,0.0072
543,10.0,2.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.50),2647,1.0,6475.0,7189.0,0.0,0.0072
544,10.0,2.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.25),1323,1.0,7644.0,7870.0,0.0,0.0077
545,10.0,2.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.10),529,1.0,9192.0,8193.0,0.0,0.0087
546,10.0,2.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,5.0,"MBBDS(k=1,ThreePhase=1)(0.90)",4765,1.0,5949.0,2201.0,3.0,0.0052
547,10.0,2.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,5.0,"MBBDS(k=1,ThreePhase=1)(0.75)",3971,1.0,6881.0,3239.0,6.0,0.0058
548,10.0,2.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,5.0,"MBBDS(k=1,ThreePhase=1)(0.50)",2647,1.0,6697.0,3239.0,6.0,0.0054
549,10.0,2.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,5.0,"MBBDS(k=1,ThreePhase=1)(0.25)",1323,1.0,10965.0,5318.0,11.0,0.0075
550,10.0,2.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,5.0,"MBBDS(k=1,ThreePhase=1)(0.10)",529,1.0,14920.0,7009.0,13.0,0.0098
551,10.0,2.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,5.0,A*,27807.0,1.0,4741.0,4665.0,0.0,0.0104
552,10.0,2.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,5.0,I-A*,-,1.0,10218.0,4665.0,0.0,0.0104
553,10.0,2.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,5.0,MM,10297.0,1.0,1452.0,1174.0,0.0,0.0032
554,10.0,2.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,5.0,I-MM,-,1.0,2563.0,1174.0,0.0,0.0032
555,10.0,2.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.90),9267,1.0,372395.0,1295.0,0.0,0.4708
556,10.0,2.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.75),7722,1.0,211209.0,1070.0,0.0,0.2678
557,10.0,2.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.50),5148,1.0,1291558.0,1257957.0,0.0,1.6196
558,10.0,2.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.25),2574,1.0,1778018.0,1388628.0,0.0,2.1879
559,10.0,2.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.10),1029,1.0,2284560.0,1707588.0,0.0,2.6448
560,10.0,2.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.90),9267,1.0,5402.0,9060.0,0.0,0.0085
561,10.0,2.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.75),7722,1.0,5510.0,9040.0,0.0,0.0079
562,10.0,2.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.50),5148,1.0,5889.0,9328.0,0.0,0.0074
563,10.0,2.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.25),2574,1.0,6955.0,7695.0,0.0,0.0076
564,10.0,2.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.10),1029,1.0,10652.0,8520.0,0.0,0.0103
565,10.0,2.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,5.0,"MBBDS(k=1,ThreePhase=1)(0.90)",9267,1.0,6474.0,2484.0,3.0,0.0068
566,10.0,2.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,5.0,"MBBDS(k=1,ThreePhase=1)(0.75)",7722,1.0,6249.0,2484.0,3.0,0.0062
567,10.0,2.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,5.0,"MBBDS(k=1,ThreePhase=1)(0.50)",5148,1.0,7277.0,3880.0,6.0,0.0065
568,10.0,2.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,5.0,"MBBDS(k=1,ThreePhase=1)(0.25)",2574,1.0,7162.0,4129.0,8.0,0.0057
569,10.0,2.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,5.0,"MBBDS(k=1,ThreePhase=1)(0.10)",1029,1.0,11419.0,6401.0,11.0,0.0079
570,10.0,2.0,31.0, 1 4 6 5 8 9 7 3 2 0, 0 1 2 3 4 5 6 7 8 9,5.0,A*,10056.0,1.0,1554.0,1490.0,0.0,0.0033
571,10.0,2.0,31.0, 1 4 6 5 8 9 7 3 2 0, 0 1 2 3 4 5 6 7 8 9,5.0,I-A*,-,1.0,3276.0,1490.0,0.0,0.0033
572,10.0,2.0,31.0, 1 4 6 5 8 9 7 3 2 0, 0 1 2 3 4 5 6 7 8 9,5.0,MM,4601.0,1.0,824.0,824.0,0.0,0.0016
573,10.0,2.0,31.0, 1 4 6 5 8 9 7 3 2 0, 0 1 2 3 4 5 6 7 8 9,5.0,I-MM,-,1.0,1002.0,824.0,0.0,0.0016
574,10.0,2.0,31.0, 1 4 6 5 8 9 7 3 2 0, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.90),4140,1.0,89060.0,82831.0,0.0,0.1141
575,10.0,2.0,31.0, 1 4 6 5 8 9 7 3 2 0, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.75),3450,1.0,157677.0,150559.0,0.0,0.2049
576,10.0,2.0,31.0, 1 4 6 5 8 9 7 3 2 0, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.50),2300,1.0,187482.0,183521.0,0.0,0.2435
577,10.0,2.0,31.0, 1 4 6 5 8 9 7 3 2 0, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.25),1150,1.0,286850.0,202893.0,0.0,0.3631
