,Number Of Pancakes,Gap,Problem ID,Start state,Goal state,Initial Heuristic,Algorithm,Memory,Status,States Expanded,Necessary Expansions,Iterations,Runtime(seconds)
542,10.0,2.0,24.0, 1 6 2 4 0 9 7 5 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,A*+IDA*(0.50),11141,1.0,10330.0,14999.0,0.0,0.0142
543,10.0,2.0,24.0, 1 6 2 4 0 9 7 5 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,A*+IDA*(0.25),5570,1.0,132946.0,13313.0,0.0,0.1299
544,10.0,2.0,24.0, 1 6 2 4 0 9 7 5 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,A*+IDA*(0.10),2228,1.0,145986.0,14111.0,0.0,0.1369
545,10.0,2.0,24.0, 1 6 2 4 0 9 7 5 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,"MBBDS(k=1,ThreePhase=1)(0.90)",20053,1.0,16950.0,8077.0,5.0,0.017
546,10.0,2.0,24.0, 1 6 2 4 0 9 7 5 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,"MBBDS(k=1,ThreePhase=1)(0.75)",16711,1.0,18779.0,10418.0,8.0,0.0172
547,10.0,2.0,24.0, 1 6 2 4 0 9 7 5 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,"MBBDS(k=1,ThreePhase=1)(0.50)",11141,1.0,17469.0,9960.0,6.0,0.0146
548,10.0,2.0,24.0, 1 6 2 4 0 9 7 5 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,"MBBDS(k=1,ThreePhase=1)(0.25)",5570,1.0,18850.0,11241.0,9.0,0.0133
549,10.0,2.0,24.0, 1 6 2 4 0 9 7 5 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,"MBBDS(k=1,ThreePhase=1)(0.10)",2228,1.0,27051.0,15547.0,11.0,0.0174
550,10.0,2.0,24.0, 1 6 2 4 0 9 7 5 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,IDMM,-,1.0,120417.0,12332.0,0.0,0.129
551,10.0,2.0,24.0, 1 6 2 4 0 9 7 5 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,D-MM,-,1.0,20552.0,12332.0,0.0,0.129
552,10.0,2.0,25.0, 0 7 5 9 2 1 4 6 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,A*,51840.0,1.0,9105.0,9061.0,0.0,0.0216
553,10.0,2.0,25.0, 0 7 5 9 2 1 4 6 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,I-A*,-,1.0,19224.0,9061.0,0.0,0.0216
554,10.0,2.0,25.0, 0 7 5 9 2 1 4 6 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,MM,20266.0,1.0,4540.0,4540.0,0.0,0.0095
555,10.0,2.0,25.0, 0 7 5 9 2 1 4 6 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,I-MM,-,1.0,5827.0,4540.0,0.0,0.0095
556,10.0,2.0,25.0, 0 7 5 9 2 1 4 6 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,IDA*,-,1.0,66711.0,18150.0,0.0,0.0368
557,10.0,2.0,25.0, 0 7 5 9 2 1 4 6 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,D-A*,-,1.0,61640.0,18150.0,0.0,0.0368
558,10.0,2.0,25.0, 0 7 5 9 2 1 4 6 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,MM+IDMM(0.90),18239,1.0,5124.0,4714.0,0.0,0.1919
559,10.0,2.0,25.0, 0 7 5 9 2 1 4 6 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,MM+IDMM(0.75),15199,1.0,4598.0,4035.0,0.0,0.3879
560,10.0,2.0,25.0, 0 7 5 9 2 1 4 6 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,MM+IDMM(0.50),10133,1.0,4213.0,3804.0,0.0,0.3906
561,10.0,2.0,25.0, 0 7 5 9 2 1 4 6 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,MM+IDMM(0.25),5066,1.0,5169.0,4121.0,0.0,0.4743
562,10.0,2.0,25.0, 0 7 5 9 2 1 4 6 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,MM+IDMM(0.10),2026,1.0,8689.0,7156.0,0.0,0.2259
563,10.0,2.0,25.0, 0 7 5 9 2 1 4 6 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,A*+IDA*(0.90),18239,1.0,10513.0,16912.0,0.0,0.0176
564,10.0,2.0,25.0, 0 7 5 9 2 1 4 6 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,A*+IDA*(0.75),15199,1.0,10825.0,16615.0,0.0,0.0171
565,10.0,2.0,25.0, 0 7 5 9 2 1 4 6 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,A*+IDA*(0.50),10133,1.0,11377.0,16548.0,0.0,0.0154
566,10.0,2.0,25.0, 0 7 5 9 2 1 4 6 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,A*+IDA*(0.25),5066,1.0,13151.0,14874.0,0.0,0.0148
567,10.0,2.0,25.0, 0 7 5 9 2 1 4 6 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,A*+IDA*(0.10),2026,1.0,14963.0,15659.0,0.0,0.0151
568,10.0,2.0,25.0, 0 7 5 9 2 1 4 6 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,"MBBDS(k=1,ThreePhase=1)(0.90)",18239,1.0,15838.0,7904.0,5.0,0.0167
569,10.0,2.0,25.0, 0 7 5 9 2 1 4 6 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,"MBBDS(k=1,ThreePhase=1)(0.75)",15199,1.0,16556.0,9758.0,6.0,0.0155
570,10.0,2.0,25.0, 0 7 5 9 2 1 4 6 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,"MBBDS(k=1,ThreePhase=1)(0.50)",10133,1.0,15747.0,9758.0,6.0,0.0133
571,10.0,2.0,25.0, 0 7 5 9 2 1 4 6 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,"MBBDS(k=1,ThreePhase=1)(0.25)",5066,1.0,20469.0,12809.0,9.0,0.0146
572,10.0,2.0,25.0, 0 7 5 9 2 1 4 6 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,"MBBDS(k=1,ThreePhase=1)(0.10)",2026,1.0,33111.0,20304.0,12.0,0.0215
573,10.0,2.0,25.0, 0 7 5 9 2 1 4 6 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,IDMM,-,1.0,103642.0,21867.0,0.0,0.1119
574,10.0,2.0,25.0, 0 7 5 9 2 1 4 6 3 8, 0 1 2 3 4 5 6 7 8 9,7.0,D-MM,-,1.0,26622.0,21867.0,0.0,0.1119
575,10.0,2.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,6.0,A*,65926.0,1.0,12167.0,12115.0,0.0,0.0283
576,10.0,2.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,6.0,I-A*,-,1.0,25959.0,12115.0,0.0,0.0283
577,10.0,2.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,6.0,MM,22388.0,1.0,4374.0,4374.0,0.0,0.0091
578,10.0,2.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,6.0,I-MM,-,1.0,5681.0,4374.0,0.0,0.0091
579,10.0,2.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,6.0,IDA*,-,1.0,157430.0,26770.0,0.0,0.0849
580,10.0,2.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,6.0,D-A*,-,1.0,144416.0,26770.0,0.0,0.0849
581,10.0,2.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,6.0,MM+IDMM(0.90),20149,1.0,4496.0,4012.0,0.0,0.255
582,10.0,2.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,6.0,MM+IDMM(0.75),16791,1.0,4345.0,3664.0,0.0,0.3856
583,10.0,2.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,6.0,MM+IDMM(0.50),11194,1.0,4222.0,3448.0,0.0,0.377
584,10.0,2.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,6.0,MM+IDMM(0.25),5597,1.0,5454.0,3625.0,0.0,0.4344
585,10.0,2.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,6.0,MM+IDMM(0.10),2238,1.0,6310.0,5636.0,0.0,0.1701
586,10.0,2.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,6.0,A*+IDA*(0.90),20149,1.0,14267.0,22071.0,0.0,0.0226
587,10.0,2.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,6.0,A*+IDA*(0.75),16791,1.0,14662.0,22188.0,0.0,0.0208
588,10.0,2.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,6.0,A*+IDA*(0.50),11194,1.0,21875.0,22548.0,0.0,0.0257
589,10.0,2.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,6.0,A*+IDA*(0.25),5597,1.0,22799.0,20455.0,0.0,0.0241
590,10.0,2.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,6.0,A*+IDA*(0.10),2238,1.0,23347.0,22901.0,0.0,0.0228
591,10.0,2.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,6.0,"MBBDS(k=1,ThreePhase=1)(0.90)",20149,1.0,20186.0,11531.0,6.0,0.0197
592,10.0,2.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,6.0,"MBBDS(k=1,ThreePhase=1)(0.75)",16791,1.0,19690.0,11531.0,6.0,0.018
593,10.0,2.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,6.0,"MBBDS(k=1,ThreePhase=1)(0.50)",11194,1.0,18755.0,11531.0,6.0,0.0157
594,10.0,2.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,6.0,"MBBDS(k=1,ThreePhase=1)(0.25)",5597,1.0,23282.0,14481.0,7.0,0.0165
595,10.0,2.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,6.0,"MBBDS(k=1,ThreePhase=1)(0.10)",2238,1.0,32684.0,20144.0,12.0,0.0217
596,10.0,2.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,6.0,IDMM,-,1.0,117684.0,14216.0,0.0,0.1254
597,10.0,2.0,26.0, 7 4 8 3 0 6 1 9 2 5, 0 1 2 3 4 5 6 7 8 9,6.0,D-MM,-,1.0,21112.0,14216.0,0.0,0.1254
598,10.0,2.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,5.0,A*,25685.0,1.0,4303.0,4302.0,0.0,0.0097
599,10.0,2.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,5.0,I-A*,-,1.0,9252.0,4302.0,0.0,0.0097
600,10.0,2.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,5.0,MM,5770.0,1.0,792.0,768.0,0.0,0.0017
601,10.0,2.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,5.0,I-MM,-,1.0,1719.0,768.0,0.0,0.0017
602,10.0,2.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,5.0,IDA*,-,1.0,8473.0,8139.0,0.0,0.0045
603,10.0,2.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,5.0,D-A*,-,1.0,7665.0,8139.0,0.0,0.0045
604,10.0,2.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.90),5193,1.0,2055.0,1726.0,0.0,0.0485
605,10.0,2.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.75),4327,1.0,2828.0,2348.0,0.0,0.043
606,10.0,2.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.50),2885,1.0,2532.0,2443.0,0.0,0.0374
607,10.0,2.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.25),1442,1.0,5341.0,4578.0,0.0,0.0107
608,10.0,2.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.10),577,1.0,5230.0,4836.0,0.0,0.0102
609,10.0,2.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.90),5193,1.0,5188.0,8203.0,0.0,0.0068
610,10.0,2.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.75),4327,1.0,5374.0,8298.0,0.0,0.0066
611,10.0,2.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.50),2885,1.0,6407.0,6832.0,0.0,0.0072
612,10.0,2.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.25),1442,1.0,6748.0,7022.0,0.0,0.007
613,10.0,2.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.10),577,1.0,7410.0,7573.0,0.0,0.0071
614,10.0,2.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,5.0,"MBBDS(k=1,ThreePhase=1)(0.90)",5193,1.0,6206.0,3094.0,6.0,0.0056
615,10.0,2.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,5.0,"MBBDS(k=1,ThreePhase=1)(0.75)",4327,1.0,6086.0,3094.0,6.0,0.0053
616,10.0,2.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,5.0,"MBBDS(k=1,ThreePhase=1)(0.50)",2885,1.0,5878.0,3094.0,6.0,0.0047
617,10.0,2.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,5.0,"MBBDS(k=1,ThreePhase=1)(0.25)",1442,1.0,10342.0,5369.0,11.0,0.0071
618,10.0,2.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,5.0,"MBBDS(k=1,ThreePhase=1)(0.10)",577,1.0,19004.0,9383.0,16.0,0.012
619,10.0,2.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,5.0,IDMM,-,1.0,7179.0,6633.0,0.0,0.0075
620,10.0,2.0,27.0, 8 7 9 4 1 2 5 3 0 6, 0 1 2 3 4 5 6 7 8 9,5.0,D-MM,-,1.0,6270.0,6633.0,0.0,0.0075
621,10.0,2.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,5.0,A*,110575.0,1.0,22516.0,22464.0,0.0,0.055
622,10.0,2.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,5.0,I-A*,-,1.0,49795.0,22464.0,0.0,0.055
623,10.0,2.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,5.0,MM,30918.0,1.0,6461.0,6461.0,0.0,0.0131
624,10.0,2.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,5.0,I-MM,-,1.0,7923.0,6461.0,0.0,0.0131
625,10.0,2.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,5.0,IDA*,-,1.0,90954.0,76504.0,0.0,0.0484
626,10.0,2.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,5.0,D-A*,-,1.0,81118.0,76504.0,0.0,0.0484
627,10.0,2.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.90),27826,1.0,6216.0,6147.0,0.0,0.7093
628,10.0,2.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.75),23188,1.0,6233.0,5799.0,0.0,1.2378
629,10.0,2.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.50),15459,1.0,6298.0,5890.0,0.0,1.3293
630,10.0,2.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.25),7729,1.0,6616.0,6208.0,0.0,1.5662
631,10.0,2.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.10),3091,1.0,9836.0,9244.0,0.0,0.9679
632,10.0,2.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.90),27826,1.0,28656.0,44768.0,0.0,0.0431
633,10.0,2.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.75),23188,1.0,30877.0,37681.0,0.0,0.0441
634,10.0,2.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.50),15459,1.0,37524.0,42228.0,0.0,0.0467
635,10.0,2.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.25),7729,1.0,46873.0,49989.0,0.0,0.0488
636,10.0,2.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.10),3091,1.0,57076.0,58017.0,0.0,0.0545
637,10.0,2.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,5.0,"MBBDS(k=1,ThreePhase=1)(0.90)",27826,1.0,23010.0,15400.0,6.0,0.0262
638,10.0,2.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,5.0,"MBBDS(k=1,ThreePhase=1)(0.75)",23188,1.0,21810.0,15400.0,6.0,0.0221
639,10.0,2.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,5.0,"MBBDS(k=1,ThreePhase=1)(0.50)",15459,1.0,21337.0,16342.0,8.0,0.0192
640,10.0,2.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,5.0,"MBBDS(k=1,ThreePhase=1)(0.25)",7729,1.0,20148.0,16342.0,8.0,0.0161
641,10.0,2.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,5.0,"MBBDS(k=1,ThreePhase=1)(0.10)",3091,1.0,30031.0,24160.0,11.0,0.0211
642,10.0,2.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,5.0,IDMM,-,1.0,50255.0,42030.0,0.0,0.0542
643,10.0,2.0,28.0, 4 2 7 9 1 6 5 0 8 3, 0 1 2 3 4 5 6 7 8 9,5.0,D-MM,-,1.0,38156.0,42030.0,0.0,0.0542
644,10.0,2.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,5.0,A*,27137.0,1.0,4627.0,4573.0,0.0,0.0104
645,10.0,2.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,5.0,I-A*,-,1.0,9950.0,4573.0,0.0,0.0104
646,10.0,2.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,5.0,MM,5295.0,1.0,720.0,640.0,0.0,0.0017
647,10.0,2.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,5.0,I-MM,-,1.0,1433.0,640.0,0.0,0.0017
648,10.0,2.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,5.0,IDA*,-,1.0,29818.0,8952.0,0.0,0.016
649,10.0,2.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,5.0,D-A*,-,1.0,26798.0,8952.0,0.0,0.016
650,10.0,2.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.90),4765,1.0,1580.0,646.0,0.0,0.0073
651,10.0,2.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.75),3971,1.0,2668.0,1391.0,0.0,0.0161
652,10.0,2.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.50),2647,1.0,3604.0,2060.0,0.0,0.0091
653,10.0,2.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.25),1323,1.0,3575.0,2371.0,0.0,0.0067
654,10.0,2.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.10),529,1.0,5770.0,2497.0,0.0,0.0092
655,10.0,2.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.90),4765,1.0,5664.0,8915.0,0.0,0.0073
656,10.0,2.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.75),3971,1.0,5942.0,7091.0,0.0,0.0073
657,10.0,2.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.50),2647,1.0,6475.0,7189.0,0.0,0.0073
658,10.0,2.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.25),1323,1.0,7644.0,7870.0,0.0,0.0078
659,10.0,2.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.10),529,1.0,9192.0,8193.0,0.0,0.0087
660,10.0,2.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,5.0,"MBBDS(k=1,ThreePhase=1)(0.90)",4765,1.0,5949.0,2201.0,3.0,0.0053
661,10.0,2.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,5.0,"MBBDS(k=1,ThreePhase=1)(0.75)",3971,1.0,6881.0,3239.0,6.0,0.0059
662,10.0,2.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,5.0,"MBBDS(k=1,ThreePhase=1)(0.50)",2647,1.0,6697.0,3239.0,6.0,0.0055
663,10.0,2.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,5.0,"MBBDS(k=1,ThreePhase=1)(0.25)",1323,1.0,10965.0,5318.0,11.0,0.0077
664,10.0,2.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,5.0,"MBBDS(k=1,ThreePhase=1)(0.10)",529,1.0,14920.0,7009.0,13.0,0.0099
665,10.0,2.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,5.0,IDMM,-,1.0,15340.0,3682.0,0.0,0.0158
666,10.0,2.0,29.0, 6 5 3 1 4 0 9 7 2 8, 0 1 2 3 4 5 6 7 8 9,5.0,D-MM,-,1.0,7053.0,3682.0,0.0,0.0158
667,10.0,2.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,5.0,A*,27807.0,1.0,4741.0,4665.0,0.0,0.0107
668,10.0,2.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,5.0,I-A*,-,1.0,10218.0,4665.0,0.0,0.0107
669,10.0,2.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,5.0,MM,10297.0,1.0,1452.0,1174.0,0.0,0.0032
670,10.0,2.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,5.0,I-MM,-,1.0,2563.0,1174.0,0.0,0.0032
671,10.0,2.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,5.0,IDA*,-,1.0,29338.0,10173.0,0.0,0.0158
672,10.0,2.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,5.0,D-A*,-,1.0,26081.0,10173.0,0.0,0.0158
673,10.0,2.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.90),9267,1.0,2009.0,1295.0,0.0,0.034
674,10.0,2.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.75),7722,1.0,1514.0,1070.0,0.0,0.0209
675,10.0,2.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.50),5148,1.0,1392.0,1127.0,0.0,0.0919
676,10.0,2.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.25),2574,1.0,3565.0,1575.0,0.0,0.0826
677,10.0,2.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,5.0,MM+IDMM(0.10),1029,1.0,5517.0,2138.0,0.0,0.0258
678,10.0,2.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.90),9267,1.0,5402.0,9060.0,0.0,0.0087
679,10.0,2.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.75),7722,1.0,5510.0,9040.0,0.0,0.008
680,10.0,2.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.50),5148,1.0,5889.0,9328.0,0.0,0.0075
681,10.0,2.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.25),2574,1.0,6955.0,7695.0,0.0,0.0077
682,10.0,2.0,30.0, 8 1 3 4 7 0 2 5 9 6, 0 1 2 3 4 5 6 7 8 9,5.0,A*+IDA*(0.10),1029,1.0,10652.0,8520.0,0.0,0.0104
