,Number Of Pancakes,Gap,Problem ID,Start state,Goal state,Initial Heuristic,Algorithm,Memory,Status,States Expanded,Runtime(seconds)
517,16.0,0.0,65.0, 8 15 10 9 12 11 14 13 6 7 4 5 1 2 3 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.50),54451,1.0,82270.0,0.1448
518,16.0,0.0,65.0, 8 15 10 9 12 11 14 13 6 7 4 5 1 2 3 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.25),27225,1.0,104217.0,0.1753
519,16.0,0.0,65.0, 8 15 10 9 12 11 14 13 6 7 4 5 1 2 3 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.10),10890,1.0,146312.0,0.2461
520,16.0,0.0,66.0, 10 11 8 9 13 12 15 14 6 7 3 4 5 1 2 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MM,21598.0,1.0,3167.0,0.0153
521,16.0,0.0,66.0, 10 11 8 9 13 12 15 14 6 7 3 4 5 1 2 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,I-MM,-,1.0,7855.0,0.0153
522,16.0,0.0,66.0, 10 11 8 9 13 12 15 14 6 7 3 4 5 1 2 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(1.00),21598,1.0,33260.0,0.054
523,16.0,0.0,66.0, 10 11 8 9 13 12 15 14 6 7 3 4 5 1 2 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.90),19438,1.0,33260.0,0.0545
524,16.0,0.0,66.0, 10 11 8 9 13 12 15 14 6 7 3 4 5 1 2 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.75),16198,1.0,33260.0,0.0548
525,16.0,0.0,66.0, 10 11 8 9 13 12 15 14 6 7 3 4 5 1 2 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.50),10799,1.0,52330.0,0.085
526,16.0,0.0,66.0, 10 11 8 9 13 12 15 14 6 7 3 4 5 1 2 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.25),5399,1.0,61098.0,0.0966
527,16.0,0.0,66.0, 10 11 8 9 13 12 15 14 6 7 3 4 5 1 2 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.10),2159,1.0,304164.0,0.4696
528,16.0,0.0,67.0, 7 4 5 6 2 3 0 1 14 15 8 10 9 12 11 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MM,88270.0,1.0,6787.0,0.0498
529,16.0,0.0,67.0, 7 4 5 6 2 3 0 1 14 15 8 10 9 12 11 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,I-MM,-,1.0,19783.0,0.0498
530,16.0,0.0,67.0, 7 4 5 6 2 3 0 1 14 15 8 10 9 12 11 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(1.00),88270,1.0,91573.0,0.1634
531,16.0,0.0,67.0, 7 4 5 6 2 3 0 1 14 15 8 10 9 12 11 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.90),79443,1.0,91573.0,0.1641
532,16.0,0.0,67.0, 7 4 5 6 2 3 0 1 14 15 8 10 9 12 11 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.75),66202,1.0,91573.0,0.1598
533,16.0,0.0,67.0, 7 4 5 6 2 3 0 1 14 15 8 10 9 12 11 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.50),44135,1.0,91573.0,0.157
534,16.0,0.0,67.0, 7 4 5 6 2 3 0 1 14 15 8 10 9 12 11 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.25),22067,1.0,132231.0,0.2179
535,16.0,0.0,67.0, 7 4 5 6 2 3 0 1 14 15 8 10 9 12 11 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.10),8827,1.0,233087.0,0.379
536,16.0,0.0,68.0, 11 12 8 10 9 15 14 13 2 3 0 1 5 4 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MM,647.0,1.0,52.0,0.0003
537,16.0,0.0,68.0, 11 12 8 10 9 15 14 13 2 3 0 1 5 4 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,I-MM,-,1.0,149.0,0.0003
538,16.0,0.0,68.0, 11 12 8 10 9 15 14 13 2 3 0 1 5 4 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(1.00),647,1.0,675.0,0.001
539,16.0,0.0,68.0, 11 12 8 10 9 15 14 13 2 3 0 1 5 4 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.90),582,1.0,675.0,0.001
540,16.0,0.0,68.0, 11 12 8 10 9 15 14 13 2 3 0 1 5 4 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.75),485,1.0,675.0,0.001
541,16.0,0.0,68.0, 11 12 8 10 9 15 14 13 2 3 0 1 5 4 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.50),323,1.0,675.0,0.001
542,16.0,0.0,68.0, 11 12 8 10 9 15 14 13 2 3 0 1 5 4 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.25),161,1.0,836.0,0.0012
543,16.0,0.0,68.0, 11 12 8 10 9 15 14 13 2 3 0 1 5 4 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.10),64,1.0,1279.0,0.0018
544,16.0,0.0,69.0, 0 2 1 5 4 7 6 3 15 12 13 14 10 11 8 9, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MM,3999.0,1.0,515.0,0.0028
545,16.0,0.0,69.0, 0 2 1 5 4 7 6 3 15 12 13 14 10 11 8 9, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,I-MM,-,1.0,1572.0,0.0028
546,16.0,0.0,69.0, 0 2 1 5 4 7 6 3 15 12 13 14 10 11 8 9, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(1.00),3999,1.0,7234.0,0.0114
547,16.0,0.0,69.0, 0 2 1 5 4 7 6 3 15 12 13 14 10 11 8 9, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.90),3599,1.0,7234.0,0.0112
548,16.0,0.0,69.0, 0 2 1 5 4 7 6 3 15 12 13 14 10 11 8 9, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.75),2999,1.0,7234.0,0.0115
549,16.0,0.0,69.0, 0 2 1 5 4 7 6 3 15 12 13 14 10 11 8 9, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.50),1999,1.0,10379.0,0.016
550,16.0,0.0,69.0, 0 2 1 5 4 7 6 3 15 12 13 14 10 11 8 9, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.25),999,1.0,13245.0,0.0203
551,16.0,0.0,69.0, 0 2 1 5 4 7 6 3 15 12 13 14 10 11 8 9, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.10),399,1.0,43569.0,0.0666
552,16.0,0.0,70.0, 8 10 9 13 12 11 15 14 1 0 3 2 5 4 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MM,25521.0,1.0,2116.0,0.0126
553,16.0,0.0,70.0, 8 10 9 13 12 11 15 14 1 0 3 2 5 4 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,I-MM,-,1.0,5060.0,0.0126
554,16.0,0.0,70.0, 8 10 9 13 12 11 15 14 1 0 3 2 5 4 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(1.00),25521,1.0,3168.0,0.0049
555,16.0,0.0,70.0, 8 10 9 13 12 11 15 14 1 0 3 2 5 4 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.90),22968,1.0,3168.0,0.005
556,16.0,0.0,70.0, 8 10 9 13 12 11 15 14 1 0 3 2 5 4 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.75),19140,1.0,3168.0,0.0049
557,16.0,0.0,70.0, 8 10 9 13 12 11 15 14 1 0 3 2 5 4 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.50),12760,1.0,3168.0,0.005
558,16.0,0.0,70.0, 8 10 9 13 12 11 15 14 1 0 3 2 5 4 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.25),6380,1.0,4298.0,0.0064
559,16.0,0.0,70.0, 8 10 9 13 12 11 15 14 1 0 3 2 5 4 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.10),2552,1.0,4298.0,0.006
560,16.0,0.0,71.0, 11 12 8 10 9 15 14 13 4 5 0 2 1 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MM,6934.0,1.0,785.0,0.0042
561,16.0,0.0,71.0, 11 12 8 10 9 15 14 13 4 5 0 2 1 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,I-MM,-,1.0,2132.0,0.0042
562,16.0,0.0,71.0, 11 12 8 10 9 15 14 13 4 5 0 2 1 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(1.00),6934,1.0,10175.0,0.0175
563,16.0,0.0,71.0, 11 12 8 10 9 15 14 13 4 5 0 2 1 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.90),6240,1.0,10175.0,0.0173
564,16.0,0.0,71.0, 11 12 8 10 9 15 14 13 4 5 0 2 1 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.75),5200,1.0,10175.0,0.0171
565,16.0,0.0,71.0, 11 12 8 10 9 15 14 13 4 5 0 2 1 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.50),3467,1.0,14229.0,0.024
566,16.0,0.0,71.0, 11 12 8 10 9 15 14 13 4 5 0 2 1 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.25),1733,1.0,19013.0,0.0313
567,16.0,0.0,71.0, 11 12 8 10 9 15 14 13 4 5 0 2 1 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.10),693,1.0,52285.0,0.0857
568,16.0,0.0,72.0, 4 5 0 2 1 3 7 6 10 12 11 14 13 15 8 9, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,10.0,MM,99684.0,1.0,11889.0,0.0727
569,16.0,0.0,72.0, 4 5 0 2 1 3 7 6 10 12 11 14 13 15 8 9, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,10.0,I-MM,-,1.0,30443.0,0.0727
570,16.0,0.0,72.0, 4 5 0 2 1 3 7 6 10 12 11 14 13 15 8 9, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,10.0,MBBDS(k=1)(1.00),99684,1.0,168484.0,0.3087
571,16.0,0.0,72.0, 4 5 0 2 1 3 7 6 10 12 11 14 13 15 8 9, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,10.0,MBBDS(k=1)(0.90),89715,1.0,168484.0,0.3132
572,16.0,0.0,72.0, 4 5 0 2 1 3 7 6 10 12 11 14 13 15 8 9, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,10.0,MBBDS(k=1)(0.75),74763,1.0,168484.0,0.3333
573,16.0,0.0,72.0, 4 5 0 2 1 3 7 6 10 12 11 14 13 15 8 9, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,10.0,MBBDS(k=1)(0.50),49842,1.0,242101.0,0.4215
574,16.0,0.0,72.0, 4 5 0 2 1 3 7 6 10 12 11 14 13 15 8 9, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,10.0,MBBDS(k=1)(0.25),24921,1.0,317268.0,0.5433
575,16.0,0.0,72.0, 4 5 0 2 1 3 7 6 10 12 11 14 13 15 8 9, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,10.0,MBBDS(k=1)(0.10),9968,1.0,951137.0,1.5884
576,16.0,0.0,73.0, 2 0 1 5 4 3 7 6 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MM,388315.0,1.0,61463.0,0.47
577,16.0,0.0,73.0, 2 0 1 5 4 3 7 6 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,I-MM,-,1.0,128726.0,0.47
578,16.0,0.0,73.0, 2 0 1 5 4 3 7 6 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(1.00),388315,1.0,647396.0,1.4171
579,16.0,0.0,73.0, 2 0 1 5 4 3 7 6 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.90),349483,1.0,647396.0,1.4
580,16.0,0.0,73.0, 2 0 1 5 4 3 7 6 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.75),291236,1.0,647396.0,1.4011
581,16.0,0.0,73.0, 2 0 1 5 4 3 7 6 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.50),194157,1.0,918426.0,1.858
582,16.0,0.0,73.0, 2 0 1 5 4 3 7 6 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.25),97078,1.0,1528493.0,2.9372
583,16.0,0.0,73.0, 2 0 1 5 4 3 7 6 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.10),38831,1.0,14124747.0,25.8465
584,16.0,0.0,74.0, 11 12 9 10 8 15 14 13 6 7 4 5 2 3 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MM,24417.0,1.0,3140.0,0.0159
585,16.0,0.0,74.0, 11 12 9 10 8 15 14 13 6 7 4 5 2 3 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,I-MM,-,1.0,7716.0,0.0159
586,16.0,0.0,74.0, 11 12 9 10 8 15 14 13 6 7 4 5 2 3 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(1.00),24417,1.0,32191.0,0.0524
587,16.0,0.0,74.0, 11 12 9 10 8 15 14 13 6 7 4 5 2 3 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.90),21975,1.0,32191.0,0.0529
588,16.0,0.0,74.0, 11 12 9 10 8 15 14 13 6 7 4 5 2 3 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.75),18312,1.0,32191.0,0.0525
589,16.0,0.0,74.0, 11 12 9 10 8 15 14 13 6 7 4 5 2 3 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.50),12208,1.0,48717.0,0.077
590,16.0,0.0,74.0, 11 12 9 10 8 15 14 13 6 7 4 5 2 3 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.25),6104,1.0,61220.0,0.0945
591,16.0,0.0,74.0, 11 12 9 10 8 15 14 13 6 7 4 5 2 3 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.10),2441,1.0,214406.0,0.3316
592,16.0,0.0,75.0, 5 2 3 4 0 1 7 6 11 9 10 8 14 13 12 15, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MM,30732.0,1.0,4038.0,0.0211
593,16.0,0.0,75.0, 5 2 3 4 0 1 7 6 11 9 10 8 14 13 12 15, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,I-MM,-,1.0,8991.0,0.0211
594,16.0,0.0,75.0, 5 2 3 4 0 1 7 6 11 9 10 8 14 13 12 15, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(1.00),30732,1.0,38201.0,0.0721
595,16.0,0.0,75.0, 5 2 3 4 0 1 7 6 11 9 10 8 14 13 12 15, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.90),27658,1.0,38201.0,0.0719
596,16.0,0.0,75.0, 5 2 3 4 0 1 7 6 11 9 10 8 14 13 12 15, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.75),23049,1.0,38201.0,0.072
597,16.0,0.0,75.0, 5 2 3 4 0 1 7 6 11 9 10 8 14 13 12 15, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.50),15366,1.0,54475.0,0.1
598,16.0,0.0,75.0, 5 2 3 4 0 1 7 6 11 9 10 8 14 13 12 15, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.25),7683,1.0,73312.0,0.1327
599,16.0,0.0,75.0, 5 2 3 4 0 1 7 6 11 9 10 8 14 13 12 15, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.10),3073,1.0,302114.0,0.542
600,16.0,0.0,76.0, 7 4 5 6 2 3 0 1 10 12 11 14 13 15 8 9, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MM,93043.0,1.0,7141.0,0.0529
601,16.0,0.0,76.0, 7 4 5 6 2 3 0 1 10 12 11 14 13 15 8 9, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,I-MM,-,1.0,20051.0,0.0529
602,16.0,0.0,76.0, 7 4 5 6 2 3 0 1 10 12 11 14 13 15 8 9, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(1.00),93043,1.0,80988.0,0.1505
603,16.0,0.0,76.0, 7 4 5 6 2 3 0 1 10 12 11 14 13 15 8 9, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.90),83738,1.0,80988.0,0.1505
604,16.0,0.0,76.0, 7 4 5 6 2 3 0 1 10 12 11 14 13 15 8 9, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.75),69782,1.0,80988.0,0.149
605,16.0,0.0,76.0, 7 4 5 6 2 3 0 1 10 12 11 14 13 15 8 9, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.50),46521,1.0,80988.0,0.1452
606,16.0,0.0,76.0, 7 4 5 6 2 3 0 1 10 12 11 14 13 15 8 9, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.25),23260,1.0,125838.0,0.2144
607,16.0,0.0,76.0, 7 4 5 6 2 3 0 1 10 12 11 14 13 15 8 9, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.10),9304,1.0,194205.0,0.3303
608,16.0,0.0,77.0, 2 4 3 0 1 7 6 5 15 12 13 14 10 11 8 9, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MM,1071.0,1.0,77.0,0.0005
609,16.0,0.0,77.0, 2 4 3 0 1 7 6 5 15 12 13 14 10 11 8 9, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,I-MM,-,1.0,196.0,0.0005
610,16.0,0.0,77.0, 2 4 3 0 1 7 6 5 15 12 13 14 10 11 8 9, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(1.00),1071,1.0,340.0,0.0005
611,16.0,0.0,77.0, 2 4 3 0 1 7 6 5 15 12 13 14 10 11 8 9, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.90),963,1.0,340.0,0.0005
612,16.0,0.0,77.0, 2 4 3 0 1 7 6 5 15 12 13 14 10 11 8 9, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.75),803,1.0,340.0,0.0006
613,16.0,0.0,77.0, 2 4 3 0 1 7 6 5 15 12 13 14 10 11 8 9, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.50),535,1.0,340.0,0.0005
614,16.0,0.0,77.0, 2 4 3 0 1 7 6 5 15 12 13 14 10 11 8 9, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.25),267,1.0,453.0,0.0007
615,16.0,0.0,77.0, 2 4 3 0 1 7 6 5 15 12 13 14 10 11 8 9, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.10),107,1.0,453.0,0.0007
616,16.0,0.0,78.0, 8 9 11 10 13 12 15 14 0 1 3 2 5 4 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MM,5936.0,1.0,429.0,0.0025
617,16.0,0.0,78.0, 8 9 11 10 13 12 15 14 0 1 3 2 5 4 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,I-MM,-,1.0,1377.0,0.0025
618,16.0,0.0,78.0, 8 9 11 10 13 12 15 14 0 1 3 2 5 4 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(1.00),5936,1.0,4363.0,0.0059
619,16.0,0.0,78.0, 8 9 11 10 13 12 15 14 0 1 3 2 5 4 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.90),5342,1.0,4363.0,0.0058
620,16.0,0.0,78.0, 8 9 11 10 13 12 15 14 0 1 3 2 5 4 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.75),4452,1.0,4363.0,0.0061
621,16.0,0.0,78.0, 8 9 11 10 13 12 15 14 0 1 3 2 5 4 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.50),2968,1.0,4363.0,0.0057
622,16.0,0.0,78.0, 8 9 11 10 13 12 15 14 0 1 3 2 5 4 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.25),1484,1.0,6434.0,0.008
623,16.0,0.0,78.0, 8 9 11 10 13 12 15 14 0 1 3 2 5 4 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.10),593,1.0,10350.0,0.0131
624,16.0,0.0,79.0, 0 2 1 3 5 4 7 6 14 15 12 13 9 10 11 8, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MM,3303.0,1.0,421.0,0.002
625,16.0,0.0,79.0, 0 2 1 3 5 4 7 6 14 15 12 13 9 10 11 8, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,I-MM,-,1.0,1370.0,0.002
626,16.0,0.0,79.0, 0 2 1 3 5 4 7 6 14 15 12 13 9 10 11 8, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(1.00),3303,1.0,6538.0,0.01
627,16.0,0.0,79.0, 0 2 1 3 5 4 7 6 14 15 12 13 9 10 11 8, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.90),2972,1.0,6538.0,0.01
628,16.0,0.0,79.0, 0 2 1 3 5 4 7 6 14 15 12 13 9 10 11 8, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.75),2477,1.0,6538.0,0.0099
629,16.0,0.0,79.0, 0 2 1 3 5 4 7 6 14 15 12 13 9 10 11 8, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.50),1651,1.0,6538.0,0.01
630,16.0,0.0,79.0, 0 2 1 3 5 4 7 6 14 15 12 13 9 10 11 8, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.25),825,1.0,8857.0,0.0132
631,16.0,0.0,79.0, 0 2 1 3 5 4 7 6 14 15 12 13 9 10 11 8, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.10),330,1.0,22451.0,0.0333
632,16.0,0.0,80.0, 8 9 15 13 14 11 12 10 4 6 5 7 1 2 3 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,10.0,MM,23180.0,1.0,1718.0,0.0109
633,16.0,0.0,80.0, 8 9 15 13 14 11 12 10 4 6 5 7 1 2 3 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,10.0,I-MM,-,1.0,5156.0,0.0109
634,16.0,0.0,80.0, 8 9 15 13 14 11 12 10 4 6 5 7 1 2 3 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,10.0,MBBDS(k=1)(1.00),23180,1.0,20787.0,0.0367
635,16.0,0.0,80.0, 8 9 15 13 14 11 12 10 4 6 5 7 1 2 3 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,10.0,MBBDS(k=1)(0.90),20862,1.0,20787.0,0.0368
636,16.0,0.0,80.0, 8 9 15 13 14 11 12 10 4 6 5 7 1 2 3 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,10.0,MBBDS(k=1)(0.75),17385,1.0,20787.0,0.0362
637,16.0,0.0,80.0, 8 9 15 13 14 11 12 10 4 6 5 7 1 2 3 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,10.0,MBBDS(k=1)(0.50),11590,1.0,20787.0,0.0356
638,16.0,0.0,80.0, 8 9 15 13 14 11 12 10 4 6 5 7 1 2 3 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,10.0,MBBDS(k=1)(0.25),5795,1.0,30174.0,0.0503
639,16.0,0.0,80.0, 8 9 15 13 14 11 12 10 4 6 5 7 1 2 3 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,10.0,MBBDS(k=1)(0.10),2318,1.0,48209.0,0.0799
