,Number Of Pancakes,Gap,Problem ID,Start state,Goal state,Initial Heuristic,Algorithm,Memory,Status,States Expanded,Runtime(seconds)
1701,16.0,2.0,13.0, 1 2 0 4 3 7 6 5 14 15 11 12 13 9 10 8, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.50),280017,1.0,359693.0,0.9476
1702,16.0,2.0,13.0, 1 2 0 4 3 7 6 5 14 15 11 12 13 9 10 8, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.25),140008,1.0,491274.0,1.1299
1703,16.0,2.0,13.0, 1 2 0 4 3 7 6 5 14 15 11 12 13 9 10 8, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.10),56003,1.0,591264.0,1.3434
1704,16.0,2.0,14.0, 4 6 5 7 1 2 3 0 13 10 11 12 8 9 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MM,1304765.0,1.0,179143.0,1.6055
1705,16.0,2.0,14.0, 4 6 5 7 1 2 3 0 13 10 11 12 8 9 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,I-MM,-,1.0,235202.0,1.6055
1706,16.0,2.0,14.0, 4 6 5 7 1 2 3 0 13 10 11 12 8 9 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(1.00),1304765,1.0,910240.0,3.0331
1707,16.0,2.0,14.0, 4 6 5 7 1 2 3 0 13 10 11 12 8 9 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.90),1174288,1.0,910240.0,2.9384
1708,16.0,2.0,14.0, 4 6 5 7 1 2 3 0 13 10 11 12 8 9 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.75),978573,1.0,910240.0,2.8144
1709,16.0,2.0,14.0, 4 6 5 7 1 2 3 0 13 10 11 12 8 9 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.50),652382,1.0,910240.0,2.5792
1710,16.0,2.0,14.0, 4 6 5 7 1 2 3 0 13 10 11 12 8 9 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.25),326191,1.0,1273565.0,3.251
1711,16.0,2.0,14.0, 4 6 5 7 1 2 3 0 13 10 11 12 8 9 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.10),130476,1.0,2523620.0,6.0742
1712,16.0,2.0,15.0, 8 11 10 13 12 9 15 14 0 1 7 5 6 3 4 2, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MM,10641670.0,1.0,1885751.0,20.154
1713,16.0,2.0,15.0, 8 11 10 13 12 9 15 14 0 1 7 5 6 3 4 2, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,I-MM,-,1.0,2460167.0,20.154
1714,16.0,2.0,15.0, 8 11 10 13 12 9 15 14 0 1 7 5 6 3 4 2, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(1.00),10641670,1.0,10576735.0,40.3266
1715,16.0,2.0,15.0, 8 11 10 13 12 9 15 14 0 1 7 5 6 3 4 2, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.90),9577503,1.0,10576735.0,37.911
1716,16.0,2.0,15.0, 8 11 10 13 12 9 15 14 0 1 7 5 6 3 4 2, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.75),7981252,1.0,10576735.0,36.9962
1717,16.0,2.0,15.0, 8 11 10 13 12 9 15 14 0 1 7 5 6 3 4 2, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.50),5320835,1.0,14013872.0,45.1725
1718,16.0,2.0,15.0, 8 11 10 13 12 9 15 14 0 1 7 5 6 3 4 2, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.25),2660417,1.0,14013872.0,43.0498
1719,16.0,2.0,15.0, 8 11 10 13 12 9 15 14 0 1 7 5 6 3 4 2, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.10),1064167,1.0,37366063.0,98.5992
1720,16.0,2.0,16.0, 14 15 11 12 13 9 10 8 7 4 5 6 1 2 3 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MM,689013.0,1.0,54730.0,0.5798
1721,16.0,2.0,16.0, 14 15 11 12 13 9 10 8 7 4 5 6 1 2 3 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,I-MM,-,1.0,92421.0,0.5798
1722,16.0,2.0,16.0, 14 15 11 12 13 9 10 8 7 4 5 6 1 2 3 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MBBDS(k=1)(1.00),689013,1.0,393073.0,1.2042
1723,16.0,2.0,16.0, 14 15 11 12 13 9 10 8 7 4 5 6 1 2 3 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MBBDS(k=1)(0.90),620111,1.0,393073.0,1.2124
1724,16.0,2.0,16.0, 14 15 11 12 13 9 10 8 7 4 5 6 1 2 3 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MBBDS(k=1)(0.75),516759,1.0,393073.0,1.161
1725,16.0,2.0,16.0, 14 15 11 12 13 9 10 8 7 4 5 6 1 2 3 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MBBDS(k=1)(0.50),344506,1.0,415012.0,1.0982
1726,16.0,2.0,16.0, 14 15 11 12 13 9 10 8 7 4 5 6 1 2 3 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MBBDS(k=1)(0.25),172253,1.0,415012.0,1.0816
1727,16.0,2.0,16.0, 14 15 11 12 13 9 10 8 7 4 5 6 1 2 3 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MBBDS(k=1)(0.10),68901,1.0,693829.0,1.5534
1728,16.0,2.0,17.0, 10 11 8 9 13 12 15 14 0 2 1 4 3 6 5 7, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MM,1142013.0,1.0,126796.0,1.2059
1729,16.0,2.0,17.0, 10 11 8 9 13 12 15 14 0 2 1 4 3 6 5 7, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,I-MM,-,1.0,172102.0,1.2059
1730,16.0,2.0,17.0, 10 11 8 9 13 12 15 14 0 2 1 4 3 6 5 7, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(1.00),1142013,1.0,804503.0,2.5393
1731,16.0,2.0,17.0, 10 11 8 9 13 12 15 14 0 2 1 4 3 6 5 7, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.90),1027811,1.0,804503.0,2.4628
1732,16.0,2.0,17.0, 10 11 8 9 13 12 15 14 0 2 1 4 3 6 5 7, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.75),856509,1.0,804503.0,2.3954
1733,16.0,2.0,17.0, 10 11 8 9 13 12 15 14 0 2 1 4 3 6 5 7, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.50),571006,1.0,804503.0,2.2038
1734,16.0,2.0,17.0, 10 11 8 9 13 12 15 14 0 2 1 4 3 6 5 7, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.25),285503,1.0,1091257.0,2.5939
1735,16.0,2.0,17.0, 10 11 8 9 13 12 15 14 0 2 1 4 3 6 5 7, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.10),114201,1.0,1798154.0,4.0747
1736,16.0,2.0,18.0, 2 4 3 6 5 7 0 1 8 11 10 13 12 15 14 9, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MM,3738943.0,1.0,310387.0,4.3619
1737,16.0,2.0,18.0, 2 4 3 6 5 7 0 1 8 11 10 13 12 15 14 9, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,I-MM,-,1.0,551188.0,4.3619
1738,16.0,2.0,18.0, 2 4 3 6 5 7 0 1 8 11 10 13 12 15 14 9, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(1.00),3738943,1.0,1773460.0,6.747
1739,16.0,2.0,18.0, 2 4 3 6 5 7 0 1 8 11 10 13 12 15 14 9, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.90),3365048,1.0,1773460.0,6.2634
1740,16.0,2.0,18.0, 2 4 3 6 5 7 0 1 8 11 10 13 12 15 14 9, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.75),2804207,1.0,1773460.0,6.0353
1741,16.0,2.0,18.0, 2 4 3 6 5 7 0 1 8 11 10 13 12 15 14 9, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.50),1869471,1.0,1773460.0,5.6854
1742,16.0,2.0,18.0, 2 4 3 6 5 7 0 1 8 11 10 13 12 15 14 9, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.25),934735,1.0,2690918.0,6.8562
1743,16.0,2.0,18.0, 2 4 3 6 5 7 0 1 8 11 10 13 12 15 14 9, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.10),373894,1.0,3100867.0,7.3106
1744,16.0,2.0,19.0, 12 10 11 9 8 15 14 13 2 4 3 5 0 1 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MM,1250898.0,1.0,131767.0,1.3645
1745,16.0,2.0,19.0, 12 10 11 9 8 15 14 13 2 4 3 5 0 1 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,I-MM,-,1.0,176463.0,1.3645
1746,16.0,2.0,19.0, 12 10 11 9 8 15 14 13 2 4 3 5 0 1 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(1.00),1250898,1.0,604256.0,2.0681
1747,16.0,2.0,19.0, 12 10 11 9 8 15 14 13 2 4 3 5 0 1 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.90),1125808,1.0,604256.0,2.0173
1748,16.0,2.0,19.0, 12 10 11 9 8 15 14 13 2 4 3 5 0 1 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.75),938173,1.0,604256.0,1.9697
1749,16.0,2.0,19.0, 12 10 11 9 8 15 14 13 2 4 3 5 0 1 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.50),625449,1.0,652156.0,1.848
1750,16.0,2.0,19.0, 12 10 11 9 8 15 14 13 2 4 3 5 0 1 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.25),312724,1.0,1027961.0,2.5923
1751,16.0,2.0,19.0, 12 10 11 9 8 15 14 13 2 4 3 5 0 1 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.10),125089,1.0,1514660.0,3.6384
1752,16.0,2.0,20.0, 14 15 8 10 9 12 11 13 2 0 1 5 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MM,579260.0,1.0,58244.0,0.4884
1753,16.0,2.0,20.0, 14 15 8 10 9 12 11 13 2 0 1 5 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,I-MM,-,1.0,83431.0,0.4884
1754,16.0,2.0,20.0, 14 15 8 10 9 12 11 13 2 0 1 5 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(1.00),579260,1.0,489463.0,1.424
1755,16.0,2.0,20.0, 14 15 8 10 9 12 11 13 2 0 1 5 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.90),521334,1.0,489463.0,1.389
1756,16.0,2.0,20.0, 14 15 8 10 9 12 11 13 2 0 1 5 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.75),434445,1.0,489463.0,1.3416
1757,16.0,2.0,20.0, 14 15 8 10 9 12 11 13 2 0 1 5 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.50),289630,1.0,489463.0,1.3083
1758,16.0,2.0,20.0, 14 15 8 10 9 12 11 13 2 0 1 5 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.25),144815,1.0,605310.0,1.4322
1759,16.0,2.0,20.0, 14 15 8 10 9 12 11 13 2 0 1 5 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.10),57926,1.0,1030588.0,2.3155
1760,16.0,2.0,21.0, 7 5 6 2 3 4 0 1 11 9 10 8 15 14 13 12, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MM,1886628.0,1.0,287247.0,2.6545
1761,16.0,2.0,21.0, 7 5 6 2 3 4 0 1 11 9 10 8 15 14 13 12, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,I-MM,-,1.0,353066.0,2.6545
1762,16.0,2.0,21.0, 7 5 6 2 3 4 0 1 11 9 10 8 15 14 13 12, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(1.00),1886628,1.0,1119615.0,4.1585
1763,16.0,2.0,21.0, 7 5 6 2 3 4 0 1 11 9 10 8 15 14 13 12, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.90),1697965,1.0,1119615.0,3.9016
1764,16.0,2.0,21.0, 7 5 6 2 3 4 0 1 11 9 10 8 15 14 13 12, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.75),1414971,1.0,1119615.0,3.6912
1765,16.0,2.0,21.0, 7 5 6 2 3 4 0 1 11 9 10 8 15 14 13 12, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.50),943314,1.0,1119615.0,3.3708
1766,16.0,2.0,21.0, 7 5 6 2 3 4 0 1 11 9 10 8 15 14 13 12, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.25),471657,1.0,1430743.0,3.7543
1767,16.0,2.0,21.0, 7 5 6 2 3 4 0 1 11 9 10 8 15 14 13 12, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.10),188662,1.0,2659520.0,6.5035
1768,16.0,2.0,22.0, 10 8 9 13 12 11 15 14 6 7 4 5 1 2 3 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MM,2549051.0,1.0,283391.0,3.1977
1769,16.0,2.0,22.0, 10 8 9 13 12 11 15 14 6 7 4 5 1 2 3 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,I-MM,-,1.0,349386.0,3.1977
1770,16.0,2.0,22.0, 10 8 9 13 12 11 15 14 6 7 4 5 1 2 3 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(1.00),2549051,1.0,980592.0,4.0734
1771,16.0,2.0,22.0, 10 8 9 13 12 11 15 14 6 7 4 5 1 2 3 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.90),2294145,1.0,980592.0,3.9709
1772,16.0,2.0,22.0, 10 8 9 13 12 11 15 14 6 7 4 5 1 2 3 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.75),1911788,1.0,980592.0,3.784
1773,16.0,2.0,22.0, 10 8 9 13 12 11 15 14 6 7 4 5 1 2 3 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.50),1274525,1.0,1107354.0,3.5328
1774,16.0,2.0,22.0, 10 8 9 13 12 11 15 14 6 7 4 5 1 2 3 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.25),637262,1.0,1576154.0,4.2521
1775,16.0,2.0,22.0, 10 8 9 13 12 11 15 14 6 7 4 5 1 2 3 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.10),254905,1.0,2341945.0,5.7047
1776,16.0,2.0,23.0, 15 13 14 11 12 9 10 8 6 7 0 2 1 4 3 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MM,51318624.0,1.0,4859301.0,81.9372
1777,16.0,2.0,23.0, 15 13 14 11 12 9 10 8 6 7 0 2 1 4 3 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,I-MM,-,1.0,10579322.0,81.9372
1778,16.0,2.0,23.0, 15 13 14 11 12 9 10 8 6 7 0 2 1 4 3 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(1.00),51318624,1.0,80251436.0,313.427
1779,16.0,2.0,23.0, 15 13 14 11 12 9 10 8 6 7 0 2 1 4 3 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.90),46186761,1.0,80251436.0,294.6688
1780,16.0,2.0,23.0, 15 13 14 11 12 9 10 8 6 7 0 2 1 4 3 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.75),38488968,1.0,80251436.0,286.4519
1781,16.0,2.0,23.0, 15 13 14 11 12 9 10 8 6 7 0 2 1 4 3 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.50),25659312,1.0,80251436.0,273.3106
1782,16.0,2.0,23.0, 15 13 14 11 12 9 10 8 6 7 0 2 1 4 3 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.25),12829656,1.0,147248895.0,459.493
1783,16.0,2.0,23.0, 15 13 14 11 12 9 10 8 6 7 0 2 1 4 3 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.10),5131862,1.0,215279700.0,634.1719
1784,16.0,2.0,24.0, 14 15 11 12 13 9 10 8 3 4 0 2 1 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MM,2303080.0,1.0,233726.0,2.8753
1785,16.0,2.0,24.0, 14 15 11 12 13 9 10 8 3 4 0 2 1 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,I-MM,-,1.0,289603.0,2.8753
1786,16.0,2.0,24.0, 14 15 11 12 13 9 10 8 3 4 0 2 1 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MBBDS(k=1)(1.00),2303080,1.0,1365678.0,5.1783
1787,16.0,2.0,24.0, 14 15 11 12 13 9 10 8 3 4 0 2 1 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MBBDS(k=1)(0.90),2072772,1.0,1365678.0,5.0122
1788,16.0,2.0,24.0, 14 15 11 12 13 9 10 8 3 4 0 2 1 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MBBDS(k=1)(0.75),1727310,1.0,1365678.0,4.6685
1789,16.0,2.0,24.0, 14 15 11 12 13 9 10 8 3 4 0 2 1 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MBBDS(k=1)(0.50),1151540,1.0,1365678.0,4.249
1790,16.0,2.0,24.0, 14 15 11 12 13 9 10 8 3 4 0 2 1 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MBBDS(k=1)(0.25),575770,1.0,1365678.0,4.0723
1791,16.0,2.0,24.0, 14 15 11 12 13 9 10 8 3 4 0 2 1 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MBBDS(k=1)(0.10),230308,1.0,2035552.0,5.0759
1792,16.0,2.0,25.0, 8 9 15 13 14 11 12 10 4 1 2 3 0 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MM,4435449.0,1.0,384289.0,5.3001
1793,16.0,2.0,25.0, 8 9 15 13 14 11 12 10 4 1 2 3 0 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,I-MM,-,1.0,841025.0,5.3001
1794,16.0,2.0,25.0, 8 9 15 13 14 11 12 10 4 1 2 3 0 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(1.00),4435449,1.0,5507204.0,18.8748
1795,16.0,2.0,25.0, 8 9 15 13 14 11 12 10 4 1 2 3 0 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.90),3991904,1.0,5507204.0,18.58
1796,16.0,2.0,25.0, 8 9 15 13 14 11 12 10 4 1 2 3 0 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.75),3326586,1.0,5507204.0,18.135
1797,16.0,2.0,25.0, 8 9 15 13 14 11 12 10 4 1 2 3 0 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.50),2217724,1.0,5507204.0,17.3434
1798,16.0,2.0,25.0, 8 9 15 13 14 11 12 10 4 1 2 3 0 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.25),1108862,1.0,9617526.0,25.1154
1799,16.0,2.0,25.0, 8 9 15 13 14 11 12 10 4 1 2 3 0 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.10),443544,1.0,13789481.0,33.2675
1800,16.0,2.0,26.0, 4 2 3 0 1 7 6 5 9 8 12 11 10 13 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MM,8103970.0,1.0,702922.0,9.9933
1801,16.0,2.0,26.0, 4 2 3 0 1 7 6 5 9 8 12 11 10 13 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,I-MM,-,1.0,1394720.0,9.9933
1802,16.0,2.0,26.0, 4 2 3 0 1 7 6 5 9 8 12 11 10 13 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(1.00),8103970,1.0,5307899.0,21.796
1803,16.0,2.0,26.0, 4 2 3 0 1 7 6 5 9 8 12 11 10 13 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.90),7293573,1.0,5307899.0,20.9949
1804,16.0,2.0,26.0, 4 2 3 0 1 7 6 5 9 8 12 11 10 13 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.75),6077977,1.0,5307899.0,20.2974
1805,16.0,2.0,26.0, 4 2 3 0 1 7 6 5 9 8 12 11 10 13 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.50),4051985,1.0,5620117.0,19.0382
1806,16.0,2.0,26.0, 4 2 3 0 1 7 6 5 9 8 12 11 10 13 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.25),2025992,1.0,9306738.0,26.906
1807,16.0,2.0,26.0, 4 2 3 0 1 7 6 5 9 8 12 11 10 13 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.10),810397,1.0,13732850.0,35.0991
1808,16.0,2.0,27.0, 4 5 1 2 3 0 7 6 13 10 11 12 8 9 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MM,2525740.0,1.0,286257.0,3.2873
1809,16.0,2.0,27.0, 4 5 1 2 3 0 7 6 13 10 11 12 8 9 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,I-MM,-,1.0,352604.0,3.2873
1810,16.0,2.0,27.0, 4 5 1 2 3 0 7 6 13 10 11 12 8 9 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MBBDS(k=1)(1.00),2525740,1.0,1328909.0,5.1679
1811,16.0,2.0,27.0, 4 5 1 2 3 0 7 6 13 10 11 12 8 9 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MBBDS(k=1)(0.90),2273166,1.0,1328909.0,5.0198
1812,16.0,2.0,27.0, 4 5 1 2 3 0 7 6 13 10 11 12 8 9 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MBBDS(k=1)(0.75),1894305,1.0,1328909.0,4.744
1813,16.0,2.0,27.0, 4 5 1 2 3 0 7 6 13 10 11 12 8 9 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MBBDS(k=1)(0.50),1262870,1.0,1328909.0,4.1628
1814,16.0,2.0,27.0, 4 5 1 2 3 0 7 6 13 10 11 12 8 9 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MBBDS(k=1)(0.25),631435,1.0,1788419.0,4.7923
1815,16.0,2.0,27.0, 4 5 1 2 3 0 7 6 13 10 11 12 8 9 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MBBDS(k=1)(0.10),252574,1.0,2580100.0,6.3803
1816,16.0,2.0,28.0, 8 15 10 9 12 11 14 13 0 5 2 1 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MM,5104731.0,1.0,427472.0,6.3347
1817,16.0,2.0,28.0, 8 15 10 9 12 11 14 13 0 5 2 1 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,I-MM,-,1.0,767236.0,6.3347
1818,16.0,2.0,28.0, 8 15 10 9 12 11 14 13 0 5 2 1 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(1.00),5104731,1.0,2995740.0,11.315
1819,16.0,2.0,28.0, 8 15 10 9 12 11 14 13 0 5 2 1 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.90),4594257,1.0,2995740.0,11.1552
1820,16.0,2.0,28.0, 8 15 10 9 12 11 14 13 0 5 2 1 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.75),3828548,1.0,2995740.0,10.8215
