,Number Of Pancakes,Gap,Problem ID,Start state,Goal state,Initial Heuristic,Algorithm,Memory,Status,States Expanded,Runtime(seconds)
1513,16.0,2.0,17.0, 10 11 8 9 13 12 15 14 0 2 1 4 3 6 5 7, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,I-MM,-,1.0,172102.0,1.2145
1514,16.0,2.0,17.0, 10 11 8 9 13 12 15 14 0 2 1 4 3 6 5 7, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.90),1027811,1.0,873659.0,3.3926
1515,16.0,2.0,17.0, 10 11 8 9 13 12 15 14 0 2 1 4 3 6 5 7, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.75),856509,1.0,858544.0,3.1076
1516,16.0,2.0,17.0, 10 11 8 9 13 12 15 14 0 2 1 4 3 6 5 7, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.50),571006,1.0,847857.0,2.6326
1517,16.0,2.0,17.0, 10 11 8 9 13 12 15 14 0 2 1 4 3 6 5 7, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.25),285503,1.0,1097036.0,2.7372
1518,16.0,2.0,17.0, 10 11 8 9 13 12 15 14 0 2 1 4 3 6 5 7, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.10),114201,1.0,1804873.0,4.1181
1519,16.0,2.0,18.0, 2 4 3 6 5 7 0 1 8 11 10 13 12 15 14 9, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MM,3738943.0,1.0,310387.0,4.3834
1520,16.0,2.0,18.0, 2 4 3 6 5 7 0 1 8 11 10 13 12 15 14 9, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,I-MM,-,1.0,551188.0,4.3834
1521,16.0,2.0,18.0, 2 4 3 6 5 7 0 1 8 11 10 13 12 15 14 9, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.90),3365048,1.0,1792666.0,8.9924
1522,16.0,2.0,18.0, 2 4 3 6 5 7 0 1 8 11 10 13 12 15 14 9, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.75),2804207,1.0,1746765.0,8.0588
1523,16.0,2.0,18.0, 2 4 3 6 5 7 0 1 8 11 10 13 12 15 14 9, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.50),1869471,1.0,1901685.0,7.5978
1524,16.0,2.0,18.0, 2 4 3 6 5 7 0 1 8 11 10 13 12 15 14 9, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.25),934735,1.0,2739577.0,7.7116
1525,16.0,2.0,18.0, 2 4 3 6 5 7 0 1 8 11 10 13 12 15 14 9, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.10),373894,1.0,3126487.0,7.6088
1526,16.0,2.0,19.0, 12 10 11 9 8 15 14 13 2 4 3 5 0 1 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MM,1250898.0,1.0,131767.0,1.3647
1527,16.0,2.0,19.0, 12 10 11 9 8 15 14 13 2 4 3 5 0 1 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,I-MM,-,1.0,176463.0,1.3647
1528,16.0,2.0,19.0, 12 10 11 9 8 15 14 13 2 4 3 5 0 1 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.90),1125808,1.0,680210.0,3.0547
1529,16.0,2.0,19.0, 12 10 11 9 8 15 14 13 2 4 3 5 0 1 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.75),938173,1.0,664168.0,2.7733
1530,16.0,2.0,19.0, 12 10 11 9 8 15 14 13 2 4 3 5 0 1 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.50),625449,1.0,687007.0,2.3332
1531,16.0,2.0,19.0, 12 10 11 9 8 15 14 13 2 4 3 5 0 1 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.25),312724,1.0,1036254.0,2.7707
1532,16.0,2.0,19.0, 12 10 11 9 8 15 14 13 2 4 3 5 0 1 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.10),125089,1.0,1522620.0,3.7507
1533,16.0,2.0,20.0, 14 15 8 10 9 12 11 13 2 0 1 5 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MM,579260.0,1.0,58244.0,0.4955
1534,16.0,2.0,20.0, 14 15 8 10 9 12 11 13 2 0 1 5 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,I-MM,-,1.0,83431.0,0.4955
1535,16.0,2.0,20.0, 14 15 8 10 9 12 11 13 2 0 1 5 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.90),521334,1.0,526015.0,1.7872
1536,16.0,2.0,20.0, 14 15 8 10 9 12 11 13 2 0 1 5 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.75),434445,1.0,518387.0,1.6838
1537,16.0,2.0,20.0, 14 15 8 10 9 12 11 13 2 0 1 5 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.50),289630,1.0,506147.0,1.496
1538,16.0,2.0,20.0, 14 15 8 10 9 12 11 13 2 0 1 5 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.25),144815,1.0,615661.0,1.5148
1539,16.0,2.0,20.0, 14 15 8 10 9 12 11 13 2 0 1 5 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.10),57926,1.0,1034317.0,2.3627
1540,16.0,2.0,21.0, 7 5 6 2 3 4 0 1 11 9 10 8 15 14 13 12, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MM,1886628.0,1.0,287247.0,2.6876
1541,16.0,2.0,21.0, 7 5 6 2 3 4 0 1 11 9 10 8 15 14 13 12, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,I-MM,-,1.0,353066.0,2.6876
1542,16.0,2.0,21.0, 7 5 6 2 3 4 0 1 11 9 10 8 15 14 13 12, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.90),1697965,1.0,1242986.0,5.6321
1543,16.0,2.0,21.0, 7 5 6 2 3 4 0 1 11 9 10 8 15 14 13 12, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.75),1414971,1.0,1199012.0,5.0698
1544,16.0,2.0,21.0, 7 5 6 2 3 4 0 1 11 9 10 8 15 14 13 12, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.50),943314,1.0,1156223.0,4.0371
1545,16.0,2.0,21.0, 7 5 6 2 3 4 0 1 11 9 10 8 15 14 13 12, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.25),471657,1.0,1428419.0,3.9642
1546,16.0,2.0,21.0, 7 5 6 2 3 4 0 1 11 9 10 8 15 14 13 12, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.10),188662,1.0,2667958.0,6.7099
1547,16.0,2.0,22.0, 10 8 9 13 12 11 15 14 6 7 4 5 1 2 3 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MM,2549051.0,1.0,283391.0,3.1958
1548,16.0,2.0,22.0, 10 8 9 13 12 11 15 14 6 7 4 5 1 2 3 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,I-MM,-,1.0,349386.0,3.1958
1549,16.0,2.0,22.0, 10 8 9 13 12 11 15 14 6 7 4 5 1 2 3 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.90),2294145,1.0,1133005.0,6.3457
1550,16.0,2.0,22.0, 10 8 9 13 12 11 15 14 6 7 4 5 1 2 3 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.75),1911788,1.0,1133667.0,5.7974
1551,16.0,2.0,22.0, 10 8 9 13 12 11 15 14 6 7 4 5 1 2 3 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.50),1274525,1.0,1174726.0,4.6767
1552,16.0,2.0,22.0, 10 8 9 13 12 11 15 14 6 7 4 5 1 2 3 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.25),637262,1.0,1621282.0,4.7274
1553,16.0,2.0,22.0, 10 8 9 13 12 11 15 14 6 7 4 5 1 2 3 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.10),254905,1.0,2356351.0,5.9119
1554,16.0,2.0,23.0, 15 13 14 11 12 9 10 8 6 7 0 2 1 4 3 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MM,51318624.0,1.0,4859301.0,84.2396
1555,16.0,2.0,23.0, 15 13 14 11 12 9 10 8 6 7 0 2 1 4 3 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,I-MM,-,1.0,10579322.0,84.2396
1556,16.0,2.0,23.0, 15 13 14 11 12 9 10 8 6 7 0 2 1 4 3 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.90),46186761,1.0,82139934.0,364.9926
1557,16.0,2.0,23.0, 15 13 14 11 12 9 10 8 6 7 0 2 1 4 3 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.75),38488968,1.0,81430194.0,340.7269
1558,16.0,2.0,23.0, 15 13 14 11 12 9 10 8 6 7 0 2 1 4 3 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.50),25659312,1.0,80143072.0,305.7094
1559,16.0,2.0,23.0, 15 13 14 11 12 9 10 8 6 7 0 2 1 4 3 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.25),12829656,1.0,148137336.0,483.7499
1560,16.0,2.0,23.0, 15 13 14 11 12 9 10 8 6 7 0 2 1 4 3 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.10),5131862,1.0,215428153.0,642.8938
1561,16.0,2.0,24.0, 14 15 11 12 13 9 10 8 3 4 0 2 1 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MM,2303080.0,1.0,233726.0,2.8424
1562,16.0,2.0,24.0, 14 15 11 12 13 9 10 8 3 4 0 2 1 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,I-MM,-,1.0,289603.0,2.8424
1563,16.0,2.0,24.0, 14 15 11 12 13 9 10 8 3 4 0 2 1 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MBBDS(k=1)(0.90),2072772,1.0,1508237.0,7.0709
1564,16.0,2.0,24.0, 14 15 11 12 13 9 10 8 3 4 0 2 1 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MBBDS(k=1)(0.75),1727310,1.0,1475851.0,6.3878
1565,16.0,2.0,24.0, 14 15 11 12 13 9 10 8 3 4 0 2 1 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MBBDS(k=1)(0.50),1151540,1.0,1451061.0,5.3453
1566,16.0,2.0,24.0, 14 15 11 12 13 9 10 8 3 4 0 2 1 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MBBDS(k=1)(0.25),575770,1.0,1375741.0,4.3188
1567,16.0,2.0,24.0, 14 15 11 12 13 9 10 8 3 4 0 2 1 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MBBDS(k=1)(0.10),230308,1.0,2045527.0,5.2014
1568,16.0,2.0,25.0, 8 9 15 13 14 11 12 10 4 1 2 3 0 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MM,4435449.0,1.0,384289.0,5.2667
1569,16.0,2.0,25.0, 8 9 15 13 14 11 12 10 4 1 2 3 0 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,I-MM,-,1.0,841025.0,5.2667
1570,16.0,2.0,25.0, 8 9 15 13 14 11 12 10 4 1 2 3 0 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.90),3991904,1.0,5703327.0,22.4562
1571,16.0,2.0,25.0, 8 9 15 13 14 11 12 10 4 1 2 3 0 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.75),3326586,1.0,5647151.0,21.1061
1572,16.0,2.0,25.0, 8 9 15 13 14 11 12 10 4 1 2 3 0 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.50),2217724,1.0,5546523.0,18.8389
1573,16.0,2.0,25.0, 8 9 15 13 14 11 12 10 4 1 2 3 0 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.25),1108862,1.0,9693418.0,26.0339
1574,16.0,2.0,25.0, 8 9 15 13 14 11 12 10 4 1 2 3 0 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.10),443544,1.0,13807101.0,33.34
1575,16.0,2.0,26.0, 4 2 3 0 1 7 6 5 9 8 12 11 10 13 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MM,8103970.0,1.0,702922.0,9.9479
1576,16.0,2.0,26.0, 4 2 3 0 1 7 6 5 9 8 12 11 10 13 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,I-MM,-,1.0,1394720.0,9.9479
1577,16.0,2.0,26.0, 4 2 3 0 1 7 6 5 9 8 12 11 10 13 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.90),7293573,1.0,4973702.0,24.8438
1578,16.0,2.0,26.0, 4 2 3 0 1 7 6 5 9 8 12 11 10 13 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.75),6077977,1.0,5633533.0,26.6938
1579,16.0,2.0,26.0, 4 2 3 0 1 7 6 5 9 8 12 11 10 13 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.50),4051985,1.0,5764337.0,22.9437
1580,16.0,2.0,26.0, 4 2 3 0 1 7 6 5 9 8 12 11 10 13 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.25),2025992,1.0,9435829.0,28.7802
1581,16.0,2.0,26.0, 4 2 3 0 1 7 6 5 9 8 12 11 10 13 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.10),810397,1.0,13792306.0,35.3697
1582,16.0,2.0,27.0, 4 5 1 2 3 0 7 6 13 10 11 12 8 9 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MM,2525740.0,1.0,286257.0,3.2788
1583,16.0,2.0,27.0, 4 5 1 2 3 0 7 6 13 10 11 12 8 9 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,I-MM,-,1.0,352604.0,3.2788
1584,16.0,2.0,27.0, 4 5 1 2 3 0 7 6 13 10 11 12 8 9 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MBBDS(k=1)(0.90),2273166,1.0,1481579.0,7.464
1585,16.0,2.0,27.0, 4 5 1 2 3 0 7 6 13 10 11 12 8 9 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MBBDS(k=1)(0.75),1894305,1.0,1446455.0,6.6045
1586,16.0,2.0,27.0, 4 5 1 2 3 0 7 6 13 10 11 12 8 9 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MBBDS(k=1)(0.50),1262870,1.0,1388863.0,5.2282
1587,16.0,2.0,27.0, 4 5 1 2 3 0 7 6 13 10 11 12 8 9 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MBBDS(k=1)(0.25),631435,1.0,1829238.0,5.1707
1588,16.0,2.0,27.0, 4 5 1 2 3 0 7 6 13 10 11 12 8 9 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MBBDS(k=1)(0.10),252574,1.0,2590906.0,6.505
1589,16.0,2.0,28.0, 8 15 10 9 12 11 14 13 0 5 2 1 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MM,5104731.0,1.0,427472.0,6.2984
1590,16.0,2.0,28.0, 8 15 10 9 12 11 14 13 0 5 2 1 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,I-MM,-,1.0,767236.0,6.2984
1591,16.0,2.0,28.0, 8 15 10 9 12 11 14 13 0 5 2 1 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.90),4594257,1.0,2970426.0,14.4626
1592,16.0,2.0,28.0, 8 15 10 9 12 11 14 13 0 5 2 1 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.75),3828548,1.0,2908307.0,13.4418
1593,16.0,2.0,28.0, 8 15 10 9 12 11 14 13 0 5 2 1 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.50),2552365,1.0,3312856.0,12.561
1594,16.0,2.0,28.0, 8 15 10 9 12 11 14 13 0 5 2 1 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.25),1276182,1.0,4978963.0,14.0937
1595,16.0,2.0,28.0, 8 15 10 9 12 11 14 13 0 5 2 1 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.10),510473,1.0,5566171.0,13.735
1596,16.0,2.0,29.0, 3 1 2 0 7 6 5 4 10 8 9 12 11 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MM,2668919.0,1.0,368357.0,3.8563
1597,16.0,2.0,29.0, 3 1 2 0 7 6 5 4 10 8 9 12 11 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,I-MM,-,1.0,444602.0,3.8563
1598,16.0,2.0,29.0, 3 1 2 0 7 6 5 4 10 8 9 12 11 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MBBDS(k=1)(0.90),2402027,1.0,1643009.0,8.2382
1599,16.0,2.0,29.0, 3 1 2 0 7 6 5 4 10 8 9 12 11 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MBBDS(k=1)(0.75),2001689,1.0,1598057.0,7.2911
1600,16.0,2.0,29.0, 3 1 2 0 7 6 5 4 10 8 9 12 11 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MBBDS(k=1)(0.50),1334459,1.0,1580902.0,6.033
1601,16.0,2.0,29.0, 3 1 2 0 7 6 5 4 10 8 9 12 11 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MBBDS(k=1)(0.25),667229,1.0,1978338.0,5.7978
1602,16.0,2.0,29.0, 3 1 2 0 7 6 5 4 10 8 9 12 11 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MBBDS(k=1)(0.10),266891,1.0,2873577.0,7.3625
1603,16.0,2.0,30.0, 0 1 3 2 5 4 7 6 8 10 9 12 11 14 13 15, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MM,5491879.0,1.0,474436.0,6.511
1604,16.0,2.0,30.0, 0 1 3 2 5 4 7 6 8 10 9 12 11 14 13 15, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,I-MM,-,1.0,986144.0,6.511
1605,16.0,2.0,30.0, 0 1 3 2 5 4 7 6 8 10 9 12 11 14 13 15, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.90),4942691,1.0,4933594.0,21.6993
1606,16.0,2.0,30.0, 0 1 3 2 5 4 7 6 8 10 9 12 11 14 13 15, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.75),4118909,1.0,5134717.0,20.6607
1607,16.0,2.0,30.0, 0 1 3 2 5 4 7 6 8 10 9 12 11 14 13 15, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.50),2745939,1.0,5012843.0,17.7417
1608,16.0,2.0,30.0, 0 1 3 2 5 4 7 6 8 10 9 12 11 14 13 15, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.25),1372969,1.0,8291284.0,22.8617
1609,16.0,2.0,30.0, 0 1 3 2 5 4 7 6 8 10 9 12 11 14 13 15, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.10),549187,1.0,12589863.0,30.0488
1610,16.0,2.0,31.0, 8 10 9 12 11 15 14 13 4 2 3 0 1 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MM,440298.0,1.0,35261.0,0.3182
1611,16.0,2.0,31.0, 8 10 9 12 11 15 14 13 4 2 3 0 1 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,I-MM,-,1.0,72182.0,0.3182
1612,16.0,2.0,31.0, 8 10 9 12 11 15 14 13 4 2 3 0 1 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.90),396268,1.0,226264.0,0.8361
1613,16.0,2.0,31.0, 8 10 9 12 11 15 14 13 4 2 3 0 1 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.75),330223,1.0,254396.0,0.8874
1614,16.0,2.0,31.0, 8 10 9 12 11 15 14 13 4 2 3 0 1 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.50),220149,1.0,257171.0,0.7774
1615,16.0,2.0,31.0, 8 10 9 12 11 15 14 13 4 2 3 0 1 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.25),110074,1.0,372373.0,0.9082
1616,16.0,2.0,31.0, 8 10 9 12 11 15 14 13 4 2 3 0 1 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.10),44029,1.0,587832.0,1.3172
1617,16.0,2.0,32.0, 3 1 2 0 5 4 7 6 11 9 10 8 15 14 13 12, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MM,29729596.0,1.0,4351956.0,52.4578
1618,16.0,2.0,32.0, 3 1 2 0 5 4 7 6 11 9 10 8 15 14 13 12, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,I-MM,-,1.0,5260010.0,52.4578
1619,16.0,2.0,32.0, 3 1 2 0 5 4 7 6 11 9 10 8 15 14 13 12, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.90),26756636,1.0,23526966.0,131.2714
1620,16.0,2.0,32.0, 3 1 2 0 5 4 7 6 11 9 10 8 15 14 13 12, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.75),22297197,1.0,22782665.0,117.6991
1621,16.0,2.0,32.0, 3 1 2 0 5 4 7 6 11 9 10 8 15 14 13 12, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.50),14864798,1.0,22645778.0,102.3689
1622,16.0,2.0,32.0, 3 1 2 0 5 4 7 6 11 9 10 8 15 14 13 12, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.25),7432399,1.0,27834083.0,102.8341
1623,16.0,2.0,32.0, 3 1 2 0 5 4 7 6 11 9 10 8 15 14 13 12, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.10),2972959,1.0,41328959.0,136.3378
1624,16.0,2.0,33.0, 4 5 2 3 0 1 7 6 10 8 9 12 11 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MM,7923197.0,1.0,674465.0,9.7633
1625,16.0,2.0,33.0, 4 5 2 3 0 1 7 6 10 8 9 12 11 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,I-MM,-,1.0,1249612.0,9.7633
1626,16.0,2.0,33.0, 4 5 2 3 0 1 7 6 10 8 9 12 11 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.90),7130877,1.0,4861823.0,25.3046
1627,16.0,2.0,33.0, 4 5 2 3 0 1 7 6 10 8 9 12 11 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.75),5942397,1.0,4766815.0,21.7285
1628,16.0,2.0,33.0, 4 5 2 3 0 1 7 6 10 8 9 12 11 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.50),3961598,1.0,5528947.0,21.9247
1629,16.0,2.0,33.0, 4 5 2 3 0 1 7 6 10 8 9 12 11 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.25),1980799,1.0,9172078.0,27.9427
1630,16.0,2.0,33.0, 4 5 2 3 0 1 7 6 10 8 9 12 11 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.10),792319,1.0,9737967.0,25.7472
1631,16.0,2.0,34.0, 0 1 3 2 5 4 7 6 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MM,5163622.0,1.0,429252.0,6.1525
1632,16.0,2.0,34.0, 0 1 3 2 5 4 7 6 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,I-MM,-,1.0,719798.0,6.1525
1633,16.0,2.0,34.0, 0 1 3 2 5 4 7 6 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.90),4647259,1.0,3690044.0,17.1389
