,Number Of Pancakes,Gap,Problem ID,Start state,Goal state,Initial Heuristic,Algorithm,Memory,Status,States Expanded,Runtime(seconds)
571,16.0,0.0,82.0, 5 3 4 1 2 0 7 6 8 11 10 13 12 9 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,10.0,MBBDS(k=1)(0.50),39437,1.0,201918.0,0.3828
572,16.0,0.0,82.0, 5 3 4 1 2 0 7 6 8 11 10 13 12 9 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,10.0,MBBDS(k=1)(0.25),19718,1.0,268721.0,0.7956
573,16.0,0.0,82.0, 5 3 4 1 2 0 7 6 8 11 10 13 12 9 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,10.0,MBBDS(k=1)(0.10),7887,1.0,825841.0,2.0508
574,16.0,0.0,83.0, 3 4 1 2 0 7 6 5 15 12 13 14 9 10 11 8, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MM,10126.0,1.0,741.0,0.0115
575,16.0,0.0,83.0, 3 4 1 2 0 7 6 5 15 12 13 14 9 10 11 8, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,I-MM,-,1.0,1721.0,0.0115
576,16.0,0.0,83.0, 3 4 1 2 0 7 6 5 15 12 13 14 9 10 11 8, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.90),9113,1.0,5158.0,0.0244
577,16.0,0.0,83.0, 3 4 1 2 0 7 6 5 15 12 13 14 9 10 11 8, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.75),7594,1.0,5046.0,0.021
578,16.0,0.0,83.0, 3 4 1 2 0 7 6 5 15 12 13 14 9 10 11 8, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.50),5063,1.0,5237.0,0.0194
579,16.0,0.0,83.0, 3 4 1 2 0 7 6 5 15 12 13 14 9 10 11 8, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.25),2531,1.0,5053.0,0.0148
580,16.0,0.0,83.0, 3 4 1 2 0 7 6 5 15 12 13 14 9 10 11 8, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.10),1012,1.0,7166.0,0.0196
581,16.0,0.0,84.0, 0 1 3 2 5 4 7 6 12 10 11 9 8 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MM,22760.0,1.0,2953.0,0.0296
582,16.0,0.0,84.0, 0 1 3 2 5 4 7 6 12 10 11 9 8 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,I-MM,-,1.0,7260.0,0.0296
583,16.0,0.0,84.0, 0 1 3 2 5 4 7 6 12 10 11 9 8 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.90),20484,1.0,37303.0,0.13
584,16.0,0.0,84.0, 0 1 3 2 5 4 7 6 12 10 11 9 8 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.75),17070,1.0,37034.0,0.126
585,16.0,0.0,84.0, 0 1 3 2 5 4 7 6 12 10 11 9 8 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.50),11380,1.0,49352.0,0.1353
586,16.0,0.0,84.0, 0 1 3 2 5 4 7 6 12 10 11 9 8 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.25),5690,1.0,64355.0,0.1702
587,16.0,0.0,84.0, 0 1 3 2 5 4 7 6 12 10 11 9 8 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.10),2276,1.0,207646.0,0.4203
588,16.0,0.0,85.0, 9 8 12 11 10 13 15 14 5 3 4 1 2 0 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MM,76979.0,1.0,5905.0,0.061
589,16.0,0.0,85.0, 9 8 12 11 10 13 15 14 5 3 4 1 2 0 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,I-MM,-,1.0,18023.0,0.061
590,16.0,0.0,85.0, 9 8 12 11 10 13 15 14 5 3 4 1 2 0 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.90),69281,1.0,73116.0,0.1813
591,16.0,0.0,85.0, 9 8 12 11 10 13 15 14 5 3 4 1 2 0 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.75),57734,1.0,72196.0,0.1614
592,16.0,0.0,85.0, 9 8 12 11 10 13 15 14 5 3 4 1 2 0 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.50),38489,1.0,70733.0,0.1618
593,16.0,0.0,85.0, 9 8 12 11 10 13 15 14 5 3 4 1 2 0 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.25),19244,1.0,105433.0,0.1926
594,16.0,0.0,85.0, 9 8 12 11 10 13 15 14 5 3 4 1 2 0 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.10),7697,1.0,191688.0,0.3454
595,16.0,0.0,86.0, 2 4 3 5 0 1 7 6 12 10 11 9 8 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MM,83362.0,1.0,6410.0,0.0506
596,16.0,0.0,86.0, 2 4 3 5 0 1 7 6 12 10 11 9 8 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,I-MM,-,1.0,19636.0,0.0506
597,16.0,0.0,86.0, 2 4 3 5 0 1 7 6 12 10 11 9 8 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.90),75025,1.0,83550.0,0.2018
598,16.0,0.0,86.0, 2 4 3 5 0 1 7 6 12 10 11 9 8 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.75),62521,1.0,82571.0,0.2134
599,16.0,0.0,86.0, 2 4 3 5 0 1 7 6 12 10 11 9 8 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.50),41681,1.0,80993.0,0.1681
600,16.0,0.0,86.0, 2 4 3 5 0 1 7 6 12 10 11 9 8 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.25),20840,1.0,124261.0,0.2253
601,16.0,0.0,86.0, 2 4 3 5 0 1 7 6 12 10 11 9 8 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.10),8336,1.0,219318.0,0.387
602,16.0,0.0,87.0, 7 4 5 6 2 3 0 1 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MM,108212.0,1.0,8329.0,0.0689
603,16.0,0.0,87.0, 7 4 5 6 2 3 0 1 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,I-MM,-,1.0,22073.0,0.0689
604,16.0,0.0,87.0, 7 4 5 6 2 3 0 1 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.90),97390,1.0,93961.0,0.2368
605,16.0,0.0,87.0, 7 4 5 6 2 3 0 1 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.75),81159,1.0,100210.0,0.2285
606,16.0,0.0,87.0, 7 4 5 6 2 3 0 1 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.50),54106,1.0,98117.0,0.2058
607,16.0,0.0,87.0, 7 4 5 6 2 3 0 1 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.25),27053,1.0,143466.0,0.2589
608,16.0,0.0,87.0, 7 4 5 6 2 3 0 1 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.10),10821,1.0,216231.0,0.3751
609,16.0,0.0,88.0, 3 1 2 0 7 6 5 4 10 12 11 8 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MM,29830.0,1.0,3972.0,0.0224
610,16.0,0.0,88.0, 3 1 2 0 7 6 5 4 10 12 11 8 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,I-MM,-,1.0,8962.0,0.0224
611,16.0,0.0,88.0, 3 1 2 0 7 6 5 4 10 12 11 8 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.90),26847,1.0,39609.0,0.0893
612,16.0,0.0,88.0, 3 1 2 0 7 6 5 4 10 12 11 8 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.75),22372,1.0,39251.0,0.0866
613,16.0,0.0,88.0, 3 1 2 0 7 6 5 4 10 12 11 8 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.50),14915,1.0,55021.0,0.1112
614,16.0,0.0,88.0, 3 1 2 0 7 6 5 4 10 12 11 8 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.25),7457,1.0,73545.0,0.1455
615,16.0,0.0,88.0, 3 1 2 0 7 6 5 4 10 12 11 8 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.10),2983,1.0,338319.0,0.6367
616,16.0,0.0,89.0, 14 15 12 13 9 10 11 8 4 5 0 2 1 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MM,77992.0,1.0,5967.0,0.0483
617,16.0,0.0,89.0, 14 15 12 13 9 10 11 8 4 5 0 2 1 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,I-MM,-,1.0,17997.0,0.0483
618,16.0,0.0,89.0, 14 15 12 13 9 10 11 8 4 5 0 2 1 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.90),70192,1.0,86188.0,0.1976
619,16.0,0.0,89.0, 14 15 12 13 9 10 11 8 4 5 0 2 1 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.75),58494,1.0,85253.0,0.1997
620,16.0,0.0,89.0, 14 15 12 13 9 10 11 8 4 5 0 2 1 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.50),38996,1.0,83785.0,0.1709
621,16.0,0.0,89.0, 14 15 12 13 9 10 11 8 4 5 0 2 1 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.25),19498,1.0,110956.0,0.2033
622,16.0,0.0,89.0, 14 15 12 13 9 10 11 8 4 5 0 2 1 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.10),7799,1.0,175031.0,0.3042
623,16.0,0.0,90.0, 0 1 7 5 6 3 4 2 10 11 8 9 13 12 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MM,67967.0,1.0,5198.0,0.0398
624,16.0,0.0,90.0, 0 1 7 5 6 3 4 2 10 11 8 9 13 12 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,I-MM,-,1.0,16470.0,0.0398
625,16.0,0.0,90.0, 0 1 7 5 6 3 4 2 10 11 8 9 13 12 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.90),61170,1.0,65905.0,0.1425
626,16.0,0.0,90.0, 0 1 7 5 6 3 4 2 10 11 8 9 13 12 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.75),50975,1.0,65109.0,0.1355
627,16.0,0.0,90.0, 0 1 7 5 6 3 4 2 10 11 8 9 13 12 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.50),33983,1.0,63823.0,0.1238
628,16.0,0.0,90.0, 0 1 7 5 6 3 4 2 10 11 8 9 13 12 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.25),16991,1.0,98003.0,0.1755
629,16.0,0.0,90.0, 0 1 7 5 6 3 4 2 10 11 8 9 13 12 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.10),6796,1.0,174189.0,0.289
630,16.0,0.0,91.0, 8 11 10 13 12 15 14 9 2 3 0 1 5 4 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MM,7550.0,1.0,551.0,0.0045
631,16.0,0.0,91.0, 8 11 10 13 12 15 14 9 2 3 0 1 5 4 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,I-MM,-,1.0,1453.0,0.0045
632,16.0,0.0,91.0, 8 11 10 13 12 15 14 9 2 3 0 1 5 4 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.90),6795,1.0,1077.0,0.004
633,16.0,0.0,91.0, 8 11 10 13 12 15 14 9 2 3 0 1 5 4 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.75),5662,1.0,993.0,0.0034
634,16.0,0.0,91.0, 8 11 10 13 12 15 14 9 2 3 0 1 5 4 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.50),3775,1.0,854.0,0.0026
635,16.0,0.0,91.0, 8 11 10 13 12 15 14 9 2 3 0 1 5 4 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.25),1887,1.0,1077.0,0.0022
636,16.0,0.0,91.0, 8 11 10 13 12 15 14 9 2 3 0 1 5 4 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.10),755,1.0,995.0,0.0016
637,16.0,0.0,92.0, 8 10 9 12 11 13 15 14 0 5 2 1 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,10.0,MM,25281.0,1.0,1872.0,0.0126
638,16.0,0.0,92.0, 8 10 9 12 11 13 15 14 0 5 2 1 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,10.0,I-MM,-,1.0,5100.0,0.0126
639,16.0,0.0,92.0, 8 10 9 12 11 13 15 14 0 5 2 1 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,10.0,MBBDS(k=1)(0.90),22752,1.0,20627.0,0.045
640,16.0,0.0,92.0, 8 10 9 12 11 13 15 14 0 5 2 1 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,10.0,MBBDS(k=1)(0.75),18960,1.0,20347.0,0.0425
641,16.0,0.0,92.0, 8 10 9 12 11 13 15 14 0 5 2 1 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,10.0,MBBDS(k=1)(0.50),12640,1.0,21217.0,0.0409
642,16.0,0.0,92.0, 8 10 9 12 11 13 15 14 0 5 2 1 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,10.0,MBBDS(k=1)(0.25),6320,1.0,30332.0,0.0535
643,16.0,0.0,92.0, 8 10 9 12 11 13 15 14 0 5 2 1 4 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,10.0,MBBDS(k=1)(0.10),2528,1.0,37266.0,0.0804
644,16.0,0.0,93.0, 8 15 10 9 12 11 14 13 6 7 4 5 2 3 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MM,338743.0,1.0,50068.0,0.6869
645,16.0,0.0,93.0, 8 15 10 9 12 11 14 13 6 7 4 5 2 3 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,I-MM,-,1.0,112080.0,0.6869
646,16.0,0.0,93.0, 8 15 10 9 12 11 14 13 6 7 4 5 2 3 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.90),304868,1.0,595925.0,2.133
647,16.0,0.0,93.0, 8 15 10 9 12 11 14 13 6 7 4 5 2 3 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.75),254057,1.0,591532.0,1.8514
648,16.0,0.0,93.0, 8 15 10 9 12 11 14 13 6 7 4 5 2 3 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.50),169371,1.0,842979.0,3.2669
649,16.0,0.0,93.0, 8 15 10 9 12 11 14 13 6 7 4 5 2 3 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.25),84685,1.0,1108127.0,2.3627
650,16.0,0.0,93.0, 8 15 10 9 12 11 14 13 6 7 4 5 2 3 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.10),33874,1.0,8834710.0,17.6771
651,16.0,0.0,94.0, 10 11 8 9 13 12 15 14 6 7 4 5 2 3 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MM,18001.0,1.0,2518.0,0.0115
652,16.0,0.0,94.0, 10 11 8 9 13 12 15 14 6 7 4 5 2 3 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,I-MM,-,1.0,6792.0,0.0115
653,16.0,0.0,94.0, 10 11 8 9 13 12 15 14 6 7 4 5 2 3 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.90),16200,1.0,29449.0,0.0458
654,16.0,0.0,94.0, 10 11 8 9 13 12 15 14 6 7 4 5 2 3 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.75),13500,1.0,29241.0,0.0441
655,16.0,0.0,94.0, 10 11 8 9 13 12 15 14 6 7 4 5 2 3 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.50),9000,1.0,42996.0,0.0596
656,16.0,0.0,94.0, 10 11 8 9 13 12 15 14 6 7 4 5 2 3 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.25),4500,1.0,52111.0,0.0697
657,16.0,0.0,94.0, 10 11 8 9 13 12 15 14 6 7 4 5 2 3 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.10),1800,1.0,161404.0,0.2105
658,16.0,0.0,95.0, 4 3 1 2 0 7 6 5 11 12 8 10 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MM,27569.0,1.0,3748.0,0.0192
659,16.0,0.0,95.0, 4 3 1 2 0 7 6 5 11 12 8 10 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,I-MM,-,1.0,8675.0,0.0192
660,16.0,0.0,95.0, 4 3 1 2 0 7 6 5 11 12 8 10 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.90),24812,1.0,40160.0,0.0828
661,16.0,0.0,95.0, 4 3 1 2 0 7 6 5 11 12 8 10 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.75),20676,1.0,39832.0,0.0809
662,16.0,0.0,95.0, 4 3 1 2 0 7 6 5 11 12 8 10 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.50),13784,1.0,52813.0,0.0994
663,16.0,0.0,95.0, 4 3 1 2 0 7 6 5 11 12 8 10 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.25),6892,1.0,72797.0,0.1316
664,16.0,0.0,95.0, 4 3 1 2 0 7 6 5 11 12 8 10 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.10),2756,1.0,373766.0,0.6575
665,16.0,0.0,96.0, 0 1 3 2 5 4 7 6 14 15 12 13 9 10 11 8, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MM,5105.0,1.0,369.0,0.0023
666,16.0,0.0,96.0, 0 1 3 2 5 4 7 6 14 15 12 13 9 10 11 8, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,I-MM,-,1.0,1070.0,0.0023
667,16.0,0.0,96.0, 0 1 3 2 5 4 7 6 14 15 12 13 9 10 11 8, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.90),4594,1.0,3879.0,0.007
668,16.0,0.0,96.0, 0 1 3 2 5 4 7 6 14 15 12 13 9 10 11 8, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.75),3828,1.0,3824.0,0.0067
669,16.0,0.0,96.0, 0 1 3 2 5 4 7 6 14 15 12 13 9 10 11 8, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.50),2552,1.0,3732.0,0.006
670,16.0,0.0,96.0, 0 1 3 2 5 4 7 6 14 15 12 13 9 10 11 8, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.25),1276,1.0,3640.0,0.0053
671,16.0,0.0,96.0, 0 1 3 2 5 4 7 6 14 15 12 13 9 10 11 8, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.10),510,1.0,4959.0,0.0068
672,16.0,0.0,97.0, 8 15 10 9 12 11 14 13 2 4 3 6 5 7 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,10.0,MM,63736.0,1.0,4845.0,0.0338
673,16.0,0.0,97.0, 8 15 10 9 12 11 14 13 2 4 3 6 5 7 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,10.0,I-MM,-,1.0,10920.0,0.0338
674,16.0,0.0,97.0, 8 15 10 9 12 11 14 13 2 4 3 6 5 7 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,10.0,MBBDS(k=1)(0.90),57362,1.0,16444.0,0.0522
675,16.0,0.0,97.0, 8 15 10 9 12 11 14 13 2 4 3 6 5 7 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,10.0,MBBDS(k=1)(0.75),47802,1.0,15693.0,0.0462
676,16.0,0.0,97.0, 8 15 10 9 12 11 14 13 2 4 3 6 5 7 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,10.0,MBBDS(k=1)(0.50),31868,1.0,24156.0,0.0511
677,16.0,0.0,97.0, 8 15 10 9 12 11 14 13 2 4 3 6 5 7 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,10.0,MBBDS(k=1)(0.25),15934,1.0,24201.0,0.0431
678,16.0,0.0,97.0, 8 15 10 9 12 11 14 13 2 4 3 6 5 7 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,10.0,MBBDS(k=1)(0.10),6373,1.0,29250.0,0.0465
679,16.0,0.0,98.0, 12 14 13 15 9 10 11 8 4 1 2 3 0 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MM,5697.0,1.0,748.0,0.0038
680,16.0,0.0,98.0, 12 14 13 15 9 10 11 8 4 1 2 3 0 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,I-MM,-,1.0,2040.0,0.0038
681,16.0,0.0,98.0, 12 14 13 15 9 10 11 8 4 1 2 3 0 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.90),5127,1.0,10295.0,0.0198
682,16.0,0.0,98.0, 12 14 13 15 9 10 11 8 4 1 2 3 0 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.75),4272,1.0,10231.0,0.0193
683,16.0,0.0,98.0, 12 14 13 15 9 10 11 8 4 1 2 3 0 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.50),2848,1.0,14876.0,0.0269
684,16.0,0.0,98.0, 12 14 13 15 9 10 11 8 4 1 2 3 0 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.25),1424,1.0,18979.0,0.0329
685,16.0,0.0,98.0, 12 14 13 15 9 10 11 8 4 1 2 3 0 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.10),569,1.0,138309.0,0.2346
686,16.0,0.0,99.0, 0 1 3 2 5 4 7 6 8 10 9 11 13 12 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MM,297696.0,1.0,42662.0,0.2793
687,16.0,0.0,99.0, 0 1 3 2 5 4 7 6 8 10 9 11 13 12 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,I-MM,-,1.0,99566.0,0.2793
688,16.0,0.0,99.0, 0 1 3 2 5 4 7 6 8 10 9 11 13 12 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.90),267926,1.0,558227.0,1.2017
689,16.0,0.0,99.0, 0 1 3 2 5 4 7 6 8 10 9 11 13 12 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.75),223272,1.0,554336.0,1.1565
690,16.0,0.0,99.0, 0 1 3 2 5 4 7 6 8 10 9 11 13 12 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.50),148848,1.0,772442.0,1.4533
691,16.0,0.0,99.0, 0 1 3 2 5 4 7 6 8 10 9 11 13 12 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.25),74424,1.0,1019336.0,1.7918
692,16.0,0.0,99.0, 0 1 3 2 5 4 7 6 8 10 9 11 13 12 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.10),29769,1.0,5506051.0,9.1359
693,16.0,0.0,100.0, 10 8 9 13 12 11 15 14 0 2 1 3 5 4 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MM,4312.0,1.0,672.0,0.0031
